"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","remainingTime"
"277","218","11","219","218","220","43","5","219","6","43","8","8","218","1","219","218","220","43","5","219","6","43","8","8","18","11","58","18","19","43","5","58","6","43","8","8","18","1","58","18","19","43","5","58","6","43","8","8","105","11","91","105","106","43","5","91","6","43","8","8","105","1","91","105","106","43","5","91","6","43","8","8","90","11","91","90","92","43","5","91","13","8","8","8","90","1","91","90","92","43","5","91","13","8","8","8","90","11","91","90","92","43","5","91","6","8","8","8","90","1","91","90","92","43","5","91","6","8","8","8","90","11","91","90","92","43","5","91","6","43","8","8","90","1","91","90","92","43","5","91","6","43","8","8","104340.0"
"28","76","11","30","76","77","144","33","30","13","8","8","8","76","1","30","76","77","144","33","30","13","8","8","8","76","11","30","76","77","144","33","30","13","43","8","8","76","1","30","76","77","144","33","30","13","43","8","8","76","11","15","76","77","144","33","15","13","68","8","8","18","11","26","18","19","144","33","26","6","8","8","8","18","1","26","18","19","144","33","26","6","8","8","8","76","1","15","76","77","144","33","15","13","68","8","8","18","11","26","18","19","144","33","26","6","8","8","8","18","1","26","18","19","144","33","26","6","8","8","8","76","11","15","76","77","144","33","15","13","43","8","8","76","1","15","76","77","144","33","15","13","43","8","8","2940420.0"
"29","72","11","28","72","73","177","5","28","13","8","8","8","72","1","28","72","73","177","5","28","13","8","8","8","72","11","75","72","73","177","5","75","13","8","8","8","72","1","75","72","73","177","5","75","13","8","8","8","72","11","21","72","73","177","5","21","13","8","8","8","72","1","21","72","73","177","5","21","13","8","8","8","72","11","75","72","73","177","5","75","6","46","8","8","72","1","75","72","73","177","5","75","6","46","8","8","72","11","75","72","73","177","5","75","6","29","8","8","72","1","75","72","73","177","5","75","6","29","8","8","72","11","75","72","73","177","5","75","6","37","8","8","72","1","75","72","73","177","5","75","6","37","8","8","3390720.0"
"3","53","11","15","53","54","4","5","15","13","68","8","8","18","11","17","18","19","4","5","17","13","8","8","8","53","1","15","53","54","4","5","15","13","68","8","8","18","1","17","18","19","4","5","17","13","8","8","8","10","11","9","10","12","4","5","9","6","16","8","8","10","1","9","10","12","4","5","9","6","16","8","8","18","11","17","18","19","4","5","17","6","4","8","8","18","1","17","18","19","4","5","17","6","4","8","8","0","11","2","0","3","4","5","2","6","4","8","8","0","1","2","0","3","4","5","2","6","4","8","8","105","11","2","105","106","4","5","2","6","4","8","8","105","1","2","105","106","4","5","2","6","4","8","8","213600.0"
"30","53","11","38","53","54","66","5","38","13","16","8","8","18","11","17","18","19","66","5","17","6","8","8","8","18","1","17","18","19","66","5","17","6","8","8","8","53","1","38","53","54","66","5","38","13","16","8","8","53","11","51","53","54","66","5","51","6","8","8","8","53","1","51","53","54","66","5","51","6","8","8","8","53","11","56","53","54","66","5","56","6","166","8","8","53","1","56","53","54","66","5","56","6","166","8","8","53","11","15","53","54","66","5","15","6","86","8","8","18","11","17","18","19","66","5","17","6","66","8","8","53","1","15","53","54","66","5","15","6","86","8","8","18","1","17","18","19","66","5","17","6","66","8","8","0.0"
"31","10","11","9","10","12","79","5","9","13","8","8","8","10","1","9","10","12","79","5","9","13","8","8","8","10","11","9","10","12","79","5","9","13","14","8","8","10","1","9","10","12","79","5","9","13","14","8","8","10","11","9","10","12","79","5","9","6","43","8","8","10","1","9","10","12","79","5","9","6","43","8","8","10","11","38","10","12","79","5","38","6","161","8","8","10","1","38","10","12","79","5","38","6","161","8","8","18","11","17","18","19","79","5","17","6","89","14","8","18","1","17","18","19","79","5","17","6","89","14","8","18","11","17","18","19","79","5","17","6","8","14","8","18","1","17","18","19","79","5","17","6","8","14","8","2698080.0"
"32","53","11","30","53","54","152","42","30","13","8","8","8","53","1","30","53","54","152","42","30","13","8","8","8","53","11","56","53","54","152","42","56","13","8","8","8","53","1","56","53","54","152","42","56","13","8","8","8","53","11","38","53","54","152","42","38","13","8","8","8","53","1","38","53","54","152","42","38","13","8","8","8","53","11","56","53","54","152","42","56","13","43","8","8","53","1","56","53","54","152","42","56","13","43","8","8","53","11","15","53","54","152","42","15","13","14","8","8","53","1","15","53","54","152","42","15","13","14","8","8","53","11","56","53","54","152","42","56","13","107","8","8","18","11","58","18","19","152","42","58","6","8","8","8","2393940.0"
"33","76","11","30","76","77","79","33","30","13","14","8","8","76","1","30","76","77","79","33","30","13","14","8","8","18","11","26","18","19","79","33","26","6","8","8","8","76","11","30","76","77","79","33","30","13","14","8","8","18","1","26","18","19","79","33","26","6","8","8","8","76","1","30","76","77","79","33","30","13","14","8","8","76","11","30","76","77","79","33","30","6","68","8","8","76","1","30","76","77","79","33","30","6","68","8","8","76","11","15","76","77","79","33","15","6","86","8","8","76","1","15","76","77","79","33","15","6","86","8","8","76","11","38","76","77","79","33","38","6","102","8","8","76","1","38","76","77","79","33","38","6","102","8","8","1928580.0"
"34","72","11","28","72","73","86","42","28","13","14","8","8","72","1","28","72","73","86","42","28","13","14","8","8","72","11","21","72","73","86","42","21","13","14","8","8","72","1","21","72","73","86","42","21","13","14","8","8","72","11","21","72","73","86","42","21","6","102","8","8","72","1","21","72","73","86","42","21","6","102","8","8","72","11","9","72","73","86","42","9","6","4","8","8","72","1","9","72","73","86","42","9","6","4","8","8","72","11","28","72","73","86","42","28","6","68","8","8","18","11","47","18","19","86","42","47","6","86","8","8","72","1","28","72","73","86","42","28","6","68","8","8","18","1","47","18","19","86","42","47","6","86","8","8","1954800.0"
"35","53","11","56","53","54","64","5","56","13","8","8","8","53","1","56","53","54","64","5","56","13","8","8","8","53","11","30","53","54","64","5","30","13","8","8","8","53","1","30","53","54","64","5","30","13","8","8","8","53","11","38","53","54","64","5","38","13","68","8","8","53","11","56","53","54","64","5","56","6","57","8","8","53","1","38","53","54","64","5","38","13","68","8","8","53","1","56","53","54","64","5","56","6","57","8","8","18","11","17","18","19","64","5","17","6","50","14","8","18","11","17","18","19","64","5","17","6","8","8","8","18","1","17","18","19","64","5","17","6","50","14","8","18","1","17","18","19","64","5","17","6","8","8","8","2324400.0"
"36","53","11","38","53","54","86","5","38","13","8","8","8","53","1","38","53","54","86","5","38","13","8","8","8","53","11","56","53","54","86","5","56","13","14","8","8","53","1","56","53","54","86","5","56","13","14","8","8","10","11","9","10","12","86","5","9","13","8","8","8","53","11","9","53","54","86","5","9","13","8","8","8","10","1","9","10","12","86","5","9","13","8","8","8","53","1","9","53","54","86","5","9","13","8","8","8","18","11","58","18","19","86","5","58","6","8","8","8","53","11","38","53","54","86","5","38","13","8","8","8","18","1","58","18","19","86","5","58","6","8","8","8","53","1","38","53","54","86","5","38","13","8","8","8","1477920.0"
"37","35","11","40","35","36","163","33","40","13","14","8","8","103","11","75","103","22","163","33","75","6","8","8","8","103","1","75","103","22","163","33","75","6","8","8","8","35","1","40","35","36","163","33","40","13","14","8","8","35","11","40","35","36","163","33","40","13","14","8","8","35","1","40","35","36","163","33","40","13","14","8","8","35","11","30","35","36","163","33","30","6","39","8","8","35","1","30","35","36","163","33","30","6","39","8","8","35","11","235","35","36","163","33","235","6","190","8","8","35","1","235","35","36","163","33","235","6","190","8","8","35","11","40","35","36","163","33","40","13","8","8","8","35","1","40","35","36","163","33","40","13","8","8","8","1758060.0"
"38","10","11","15","10","12","176","5","15","13","8","8","8","10","1","15","10","12","176","5","15","13","8","8","8","53","11","56","53","54","176","5","56","13","14","8","8","53","1","56","53","54","176","5","56","13","14","8","8","10","11","9","10","12","176","5","9","13","8","8","8","10","1","9","10","12","176","5","9","13","8","8","8","10","11","9","10","12","176","5","9","6","68","8","8","10","1","9","10","12","176","5","9","6","68","8","8","10","11","9","10","12","176","5","9","13","8","8","8","10","1","9","10","12","176","5","9","13","8","8","8","10","11","9","10","12","176","5","9","6","71","8","8","10","1","9","10","12","176","5","9","6","71","8","8","4770420.0"
"39","72","11","75","72","73","4","24","75","13","14","8","8","72","1","75","72","73","4","24","75","13","14","8","8","72","11","75","72","73","4","24","75","13","14","8","8","18","11","47","18","19","4","24","47","6","8","8","8","18","1","47","18","19","4","24","47","6","8","8","8","72","1","75","72","73","4","24","75","13","14","8","8","72","11","75","72","73","4","24","75","6","16","8","8","18","11","47","18","19","4","24","47","6","4","8","8","72","1","75","72","73","4","24","75","6","16","8","8","18","1","47","18","19","4","24","47","6","4","8","8","72","11","75","72","73","4","24","75","13","8","8","8","72","1","75","72","73","4","24","75","13","8","8","8","432840.0"
"4","236","11","9","236","54","64","5","9","13","8","8","8","236","1","9","236","54","64","5","9","13","8","8","8","53","11","38","53","54","64","5","38","13","14","8","8","18","11","58","18","19","64","5","58","6","14","8","8","53","1","38","53","54","64","5","38","13","14","8","8","53","11","38","53","54","64","5","38","6","8","8","8","18","1","58","18","19","64","5","58","6","14","8","8","53","1","38","53","54","64","5","38","6","8","8","8","53","11","56","53","54","64","5","56","6","7","8","8","53","1","56","53","54","64","5","56","6","7","8","8","53","11","9","53","54","64","5","9","6","107","8","8","53","1","9","53","54","64","5","9","6","107","8","8","33000.0"
"40","103","11","21","103","22","163","24","21","13","8","8","8","103","1","21","103","22","163","24","21","13","8","8","8","103","11","75","103","22","163","24","75","13","14","8","8","103","1","75","103","22","163","24","75","13","14","8","8","103","11","21","103","22","163","24","21","13","14","8","8","103","1","21","103","22","163","24","21","13","14","8","8","103","11","21","103","22","163","24","21","6","25","8","8","103","1","21","103","22","163","24","21","6","25","8","8","103","11","21","103","22","163","24","21","45","8","8","8","103","1","21","103","22","163","24","21","45","8","8","8","103","11","9","103","22","163","24","9","6","79","8","8","103","1","9","103","22","163","24","9","6","79","8","8","1141800.0"
"41","20","11","21","20","22","86","24","21","13","14","8","8","20","1","21","20","22","86","24","21","13","14","8","8","20","11","21","20","22","86","24","21","13","8","8","8","18","11","26","18","19","86","24","26","6","8","8","8","20","1","21","20","22","86","24","21","13","8","8","8","20","11","21","20","22","86","24","21","6","7","8","8","18","1","26","18","19","86","24","26","6","8","8","8","20","1","21","20","22","86","24","21","6","7","8","8","20","11","75","20","22","86","24","75","6","4","8","8","20","1","75","20","22","86","24","75","6","4","8","8","237","11","2","237","63","86","24","2","6","86","8","8","237","1","2","237","63","86","24","2","6","86","8","8","1482480.0"
"42","76","11","30","76","77","74","24","30","13","14","8","8","76","1","30","76","77","74","24","30","13","14","8","8","76","11","30","76","77","74","24","30","6","86","8","8","76","1","30","76","77","74","24","30","6","86","8","8","18","11","26","18","19","74","24","26","6","8","8","8","18","1","26","18","19","74","24","26","6","8","8","8","76","11","15","76","77","74","24","15","6","95","8","8","76","1","15","76","77","74","24","15","6","95","8","8","76","11","34","76","77","74","24","34","6","25","8","8","76","1","34","76","77","74","24","34","6","25","8","8","76","11","30","76","77","74","24","30","6","79","8","8","18","11","26","18","19","74","24","26","6","8","68","8","410820.0"
"43","35","11","34","35","36","161","33","34","13","8","8","8","35","1","34","35","36","161","33","34","13","8","8","8","35","11","40","35","36","161","33","40","13","14","8","8","18","11","26","18","19","161","33","26","6","8","8","8","35","1","40","35","36","161","33","40","13","14","8","8","18","1","26","18","19","161","33","26","6","8","8","8","35","11","40","35","36","161","33","40","6","37","8","8","35","1","40","35","36","161","33","40","6","37","8","8","35","11","34","35","36","161","33","34","6","32","8","8","35","1","34","35","36","161","33","34","6","32","8","8","18","11","26","18","19","161","33","26","6","161","8","8","18","1","26","18","19","161","33","26","6","161","8","8","319080.0"
"44","238","11","28","238","73","239","240","28","13","8","8","8","238","1","28","238","73","239","240","28","13","8","8","8","238","11","75","238","73","239","240","75","13","14","8","8","238","1","75","238","73","239","240","75","13","14","8","8","238","11","75","238","73","239","240","75","6","88","8","8","238","1","75","238","73","239","240","75","6","88","8","8","238","11","28","238","73","239","240","28","6","102","8","8","238","1","28","238","73","239","240","28","6","102","8","8","238","11","28","238","73","239","240","28","6","64","8","8","238","1","28","238","73","239","240","28","6","64","8","8","238","11","75","238","73","239","240","75","6","64","8","8","238","1","75","238","73","239","240","75","6","64","8","8","2053560.0"
"45","76","11","30","76","77","64","24","30","13","14","8","8","76","1","30","76","77","64","24","30","13","14","8","8","76","11","38","76","77","64","24","38","13","14","8","8","76","1","38","76","77","64","24","38","13","14","8","8","76","11","38","76","77","64","24","38","6","57","8","8","76","1","38","76","77","64","24","38","6","57","8","8","18","11","26","18","19","64","24","26","6","8","8","8","18","1","26","18","19","64","24","26","6","8","8","8","241","11","40","241","36","64","24","40","6","8","8","8","241","1","40","241","36","64","24","40","6","8","8","8","18","11","26","18","19","64","24","26","6","4","8","8","18","11","26","18","19","64","24","26","6","8","107","8","4440.0"
"46","76","11","56","76","77","4","33","56","13","8","8","8","76","1","56","76","77","4","33","56","13","8","8","8","76","11","38","76","77","4","33","38","13","8","8","8","76","1","38","76","77","4","33","38","13","8","8","8","76","11","56","76","77","4","33","56","13","8","8","8","76","11","30","76","77","4","33","30","13","14","8","8","76","1","56","76","77","4","33","56","13","8","8","8","76","1","30","76","77","4","33","30","13","14","8","8","76","11","30","76","77","4","33","30","6","7","8","8","76","1","30","76","77","4","33","30","6","7","8","8","18","11","47","18","19","4","33","47","6","4","8","8","18","1","47","18","19","4","33","47","6","4","8","8","136140.0"
"47","35","11","34","35","36","4","33","34","13","14","8","8","35","1","34","35","36","4","33","34","13","14","8","8","35","11","34","35","36","4","33","34","45","8","8","8","18","11","26","18","19","4","33","26","6","8","8","8","35","1","34","35","36","4","33","34","45","8","8","8","35","11","34","35","36","4","33","34","6","7","8","8","18","1","26","18","19","4","33","26","6","8","8","8","35","1","34","35","36","4","33","34","6","7","8","8","35","11","34","35","36","4","33","34","13","8","8","8","35","1","34","35","36","4","33","34","13","8","8","8","35","11","34","35","36","4","33","34","6","8","8","8","35","1","34","35","36","4","33","34","6","8","8","8","1382400.0"
"48","10","11","15","10","12","79","5","15","13","8","8","8","10","1","15","10","12","79","5","15","13","8","8","8","10","11","9","10","12","79","5","9","13","68","8","8","10","1","9","10","12","79","5","9","13","68","8","8","10","11","9","10","12","79","5","9","6","190","8","8","10","1","9","10","12","79","5","9","6","190","8","8","18","11","47","18","19","79","5","47","6","8","8","8","18","1","47","18","19","79","5","47","6","8","8","8","10","11","15","10","12","79","5","15","6","107","8","8","10","1","15","10","12","79","5","15","6","107","8","8","18","11","47","18","19","79","5","47","6","242","14","8","18","1","47","18","19","79","5","47","6","242","14","8","3107340.0"
"49","35","11","40","35","36","37","33","40","13","8","8","8","18","11","17","18","19","37","33","17","13","8","8","8","35","1","40","35","36","37","33","40","13","8","8","8","18","1","17","18","19","37","33","17","13","8","8","8","35","11","40","35","36","37","33","40","6","102","8","8","35","1","40","35","36","37","33","40","6","102","8","8","76","11","109","76","77","37","33","109","6","8","14","8","76","1","109","76","77","37","33","109","6","8","14","8","18","11","26","18","19","37","33","26","6","102","8","8","18","1","26","18","19","37","33","26","6","102","8","8","62","11","96","62","63","37","33","96","6","102","8","8","62","1","96","62","63","37","33","96","6","102","8","8","637080.0"
"50","76","11","40","76","77","7","33","40","13","8","8","8","76","1","40","76","77","7","33","40","13","8","8","8","76","11","40","76","77","7","33","40","13","8","8","8","76","1","40","76","77","7","33","40","13","8","8","8","76","11","40","76","77","7","33","40","13","8","8","8","76","1","40","76","77","7","33","40","13","8","8","8","76","11","40","76","77","7","33","40","6","7","8","8","76","1","40","76","77","7","33","40","6","7","8","8","18","11","26","18","19","7","33","26","6","7","8","8","18","1","26","18","19","7","33","26","6","7","8","8","0","11","2","0","3","7","33","2","6","7","8","8","105","11","2","105","106","7","33","2","6","7","8","8","261120.0"
"52","35","11","40","35","36","224","33","40","6","57","8","8","35","1","40","35","36","224","33","40","6","57","8","8","35","11","34","35","36","224","33","34","13","8","8","8","35","1","34","35","36","224","33","34","13","8","8","8","35","11","34","35","36","224","33","34","45","8","8","8","35","1","34","35","36","224","33","34","45","8","8","8","35","11","34","35","36","224","33","34","13","8","8","8","35","1","34","35","36","224","33","34","13","8","8","8","35","11","34","35","36","224","33","34","13","14","8","8","35","1","34","35","36","224","33","34","13","14","8","8","35","11","34","35","36","224","33","34","45","8","8","8","35","1","34","35","36","224","33","34","45","8","8","8","573480.0"
"53","35","11","40","35","36","4","243","40","13","8","8","8","35","1","40","35","36","4","243","40","13","8","8","8","35","11","34","35","36","4","243","34","13","8","8","8","35","1","34","35","36","4","243","34","13","8","8","8","35","11","34","35","36","4","243","34","45","8","8","8","35","1","34","35","36","4","243","34","45","8","8","8","35","11","34","35","36","4","243","34","13","14","8","8","35","1","34","35","36","4","243","34","13","14","8","8","35","11","34","35","36","4","243","34","6","7","8","8","35","1","34","35","36","4","243","34","6","7","8","8","35","11","34","35","36","4","243","34","13","8","8","8","35","1","34","35","36","4","243","34","13","8","8","8","858840.0"
"54","10","11","56","10","12","46","33","56","13","8","8","8","10","1","56","10","12","46","33","56","13","8","8","8","10","11","15","10","12","46","33","15","13","8","8","8","10","1","15","10","12","46","33","15","13","8","8","8","10","11","9","10","12","46","33","9","13","8","8","8","10","1","9","10","12","46","33","9","13","8","8","8","10","11","9","10","12","46","33","9","6","39","8","8","18","11","47","18","19","46","33","47","13","8","8","8","18","1","47","18","19","46","33","47","13","8","8","8","10","1","9","10","12","46","33","9","6","39","8","8","10","11","15","10","12","46","33","15","6","57","8","8","10","1","15","10","12","46","33","15","6","57","8","8","210660.0"
"55","238","11","28","238","73","244","214","28","13","14","8","8","238","1","28","238","73","244","214","28","13","14","8","8","238","11","75","238","73","244","214","75","13","8","8","8","238","1","75","238","73","244","214","75","13","8","8","8","238","11","75","238","73","244","214","75","6","39","8","8","238","1","75","238","73","244","214","75","6","39","8","8","18","11","47","18","19","244","214","47","6","8","8","8","238","11","21","238","73","244","214","21","6","4","8","8","18","1","47","18","19","244","214","47","6","8","8","8","238","1","21","238","73","244","214","21","6","4","8","8","238","11","28","238","73","244","214","28","6","64","8","8","238","1","28","238","73","244","214","28","6","64","8","8","3091080.0"
"56","120","11","34","120","36","46","24","34","45","8","8","8","120","1","34","120","36","46","24","34","45","8","8","8","120","11","40","120","36","46","24","40","13","8","8","8","98","11","97","98","98","46","24","97","6","46","8","8","98","1","97","98","98","46","24","97","6","46","8","8","120","1","40","120","36","46","24","40","13","8","8","8","120","11","40","120","36","46","24","40","6","46","8","8","120","1","40","120","36","46","24","40","6","46","8","8","27","11","26","27","19","46","24","26","6","46","8","8","27","1","26","27","19","46","24","26","6","46","8","8","105","11","2","105","106","46","24","2","6","46","8","8","105","1","2","105","106","46","24","2","6","46","8","8","3240.0"
"58","90","11","91","90","92","89","49","91","13","8","8","8","90","1","91","90","92","89","49","91","13","8","8","8","90","11","91","90","92","89","49","91","13","8","8","8","90","1","91","90","92","89","49","91","13","8","8","8","90","11","96","90","92","89","49","96","6","4","8","8","90","1","96","90","92","89","49","96","6","4","8","8","90","11","91","90","92","89","49","91","6","32","8","8","90","1","91","90","92","89","49","91","6","32","8","8","59","11","26","59","19","89","49","26","6","89","8","8","0","11","2","0","3","89","49","2","6","89","8","8","59","1","26","59","19","89","49","26","6","89","8","8","0","1","2","0","3","89","49","2","6","89","8","8","30960.0"
"59","76","11","30","76","77","4","33","30","13","68","8","8","76","1","30","76","77","4","33","30","13","68","8","8","76","11","56","76","77","4","33","56","6","37","8","8","76","1","56","76","77","4","33","56","6","37","8","8","76","11","38","76","77","4","33","38","6","14","8","8","76","1","38","76","77","4","33","38","6","14","8","8","18","11","26","18","19","4","33","26","6","37","8","8","18","1","26","18","19","4","33","26","6","37","8","8","0","11","51","0","3","4","33","51","6","37","8","8","0","1","51","0","3","4","33","51","6","37","8","8","105","11","245","105","106","4","33","245","6","37","8","8","105","1","245","105","106","4","33","245","6","37","8","8","158280.0"
"6","35","11","40","35","36","246","214","40","13","14","8","8","35","11","40","35","36","246","214","40","13","8","8","8","35","1","40","35","36","246","214","40","13","14","8","8","35","1","40","35","36","246","214","40","13","8","8","8","35","11","34","35","36","246","214","34","13","8","8","8","35","1","34","35","36","246","214","34","13","8","8","8","35","11","34","35","36","246","214","34","13","14","8","8","35","1","34","35","36","246","214","34","13","14","8","8","35","11","40","35","36","246","214","40","13","8","8","8","35","1","40","35","36","246","214","40","13","8","8","8","35","11","40","35","36","246","214","40","6","41","8","8","35","1","40","35","36","246","214","40","6","41","8","8","1621860.0"
"60","120","11","34","120","36","64","247","34","13","8","8","8","120","1","34","120","36","64","247","34","13","8","8","8","105","11","2","105","106","64","247","2","6","64","8","8","105","1","2","105","106","64","247","2","6","64","8","8","120","11","40","120","36","64","247","40","13","8","8","8","120","1","40","120","36","64","247","40","13","8","8","8","27","11","47","27","19","64","247","47","13","8","8","8","120","11","34","120","36","64","247","34","45","8","8","8","27","1","47","27","19","64","247","47","13","8","8","8","120","1","34","120","36","64","247","34","45","8","8","8","120","11","40","120","36","64","247","40","13","64","8","8","120","1","40","120","36","64","247","40","13","64","8","8","178200.0"
"61","20","11","21","20","22","100","159","21","13","14","8","8","20","11","21","20","22","100","159","21","45","8","8","8","20","1","21","20","22","100","159","21","45","8","8","8","20","1","21","20","22","100","159","21","13","14","8","8","20","11","21","20","22","100","159","21","6","43","8","8","20","1","21","20","22","100","159","21","6","43","8","8","20","11","9","20","22","100","159","9","6","41","8","8","20","1","9","20","22","100","159","9","6","41","8","8","20","11","21","20","22","100","159","21","6","7","8","8","18","11","47","18","19","100","159","47","13","8","8","8","20","1","21","20","22","100","159","21","6","7","8","8","18","1","47","18","19","100","159","47","13","8","8","8","3553320.0"
"62","35","11","34","35","36","7","33","34","13","8","8","8","35","1","34","35","36","7","33","34","13","8","8","8","35","11","34","35","36","7","33","34","45","8","8","8","35","1","34","35","36","7","33","34","45","8","8","8","35","11","34","35","36","7","33","34","13","14","8","8","35","1","34","35","36","7","33","34","13","14","8","8","35","11","34","35","36","7","33","34","45","8","8","8","35","1","34","35","36","7","33","34","45","8","8","8","35","11","34","35","36","7","33","34","6","16","8","8","35","1","34","35","36","7","33","34","6","16","8","8","35","11","34","35","36","7","33","34","6","7","8","8","35","1","34","35","36","7","33","34","6","7","8","8","2326320.0"
"63","10","11","38","10","12","248","5","38","13","8","8","8","10","1","38","10","12","248","5","38","13","8","8","8","10","11","38","10","12","248","5","38","13","8","8","8","10","1","38","10","12","248","5","38","13","8","8","8","10","11","56","10","12","248","5","56","6","7","8","8","18","11","17","18","19","248","5","17","13","8","8","8","18","1","17","18","19","248","5","17","13","8","8","8","10","1","56","10","12","248","5","56","6","7","8","8","10","11","30","10","12","248","5","30","6","118","8","8","10","11","9","10","12","248","5","9","6","82","8","8","10","1","30","10","12","248","5","30","6","118","8","8","10","11","30","10","12","248","5","30","6","249","8","8","4010640.0"
"64","53","11","56","53","54","250","5","56","13","68","8","8","53","1","56","53","54","250","5","56","13","68","8","8","53","11","9","53","54","250","5","9","6","31","8","8","53","1","9","53","54","250","5","9","6","31","8","8","53","11","38","53","54","250","5","38","6","79","8","8","53","1","38","53","54","250","5","38","6","79","8","8","53","11","9","53","54","250","5","9","6","48","8","8","53","1","9","53","54","250","5","9","6","48","8","8","53","11","9","53","54","250","5","9","6","102","8","8","53","1","9","53","54","250","5","9","6","102","8","8","53","11","56","53","54","250","5","56","6","88","8","8","53","1","56","53","54","250","5","56","6","88","8","8","43860.0"
"65","20","11","21","20","22","78","214","21","6","107","8","8","20","1","21","20","22","78","214","21","6","107","8","8","18","11","26","18","19","78","214","26","6","8","8","8","18","1","26","18","19","78","214","26","6","8","8","8","20","11","75","20","22","78","214","75","6","86","8","8","20","1","75","20","22","78","214","75","6","86","8","8","20","11","21","20","22","78","214","21","6","70","8","8","20","1","21","20","22","78","214","21","6","70","8","8","20","11","30","20","22","78","214","30","6","190","8","8","20","1","30","20","22","78","214","30","6","190","8","8","20","11","109","20","22","78","214","109","6","16","8","8","20","1","109","20","22","78","214","109","6","16","8","8","0.0"
"66","120","11","34","120","36","4","119","34","13","14","8","8","120","1","34","120","36","4","119","34","13","14","8","8","120","11","34","120","36","4","119","34","6","7","8","8","120","1","34","120","36","4","119","34","6","7","8","8","27","11","26","27","19","4","119","26","6","4","8","8","27","1","26","27","19","4","119","26","6","4","8","8","62","11","2","62","63","4","119","2","6","4","8","8","62","1","2","62","63","4","119","2","6","4","8","8","105","11","2","105","106","4","119","2","6","4","8","8","105","1","2","105","106","4","119","2","6","4","8","8","201","11","203","201","202","4","119","203","6","4","8","8","201","1","203","201","202","4","119","203","6","4","8","8","267960.0"
"67","53","11","56","53","54","139","5","56","13","14","8","8","53","11","56","53","54","139","5","56","6","88","8","8","53","1","56","53","54","139","5","56","13","14","8","8","53","1","56","53","54","139","5","56","6","88","8","8","53","11","9","53","54","139","5","9","6","135","8","8","10","11","9","10","12","139","5","9","13","8","8","8","10","1","9","10","12","139","5","9","13","8","8","8","53","1","9","53","54","139","5","9","6","135","8","8","53","11","15","53","54","139","5","15","6","60","8","8","53","1","15","53","54","139","5","15","6","60","8","8","53","11","9","53","54","139","5","9","6","66","8","8","53","1","9","53","54","139","5","9","6","66","8","8","4563300.0"
