"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","remainingTime"
"84","23","10","24","23","25","52","118","24","11","12","8","8","23","1","24","23","25","52","118","24","11","12","8","8","23","10","24","23","25","52","118","24","6","80","8","8","23","1","24","23","25","52","118","24","6","80","8","8","23","10","24","23","25","52","118","24","6","8","8","8","23","1","24","23","25","52","118","24","6","8","8","8","23","10","24","23","25","52","118","24","6","58","8","8","23","1","24","23","25","52","118","24","6","58","8","8","1041900.0"
"85","64","10","54","64","65","89","27","54","11","58","8","8","64","1","54","64","65","89","27","54","11","58","8","8","64","10","54","64","65","89","27","54","6","97","8","8","64","1","54","64","65","89","27","54","6","97","8","8","64","10","29","64","65","89","27","29","6","97","8","8","64","10","99","64","65","89","27","99","6","8","96","8","64","10","38","64","65","89","27","38","6","4","8","8","64","1","29","64","65","89","27","29","6","97","8","8","25380.0"
"86","64","10","54","64","65","238","27","54","11","8","8","8","64","1","54","64","65","238","27","54","11","8","8","8","64","10","78","64","65","238","27","78","11","97","8","8","64","1","78","64","65","238","27","78","11","97","8","8","64","10","29","64","65","238","27","29","6","97","8","8","64","1","29","64","65","238","27","29","6","97","8","8","64","10","54","64","65","238","27","54","6","182","8","8","64","1","54","64","65","238","27","54","6","182","8","8","108540.0"
"87","0","10","2","0","3","253","254","2","11","8","8","8","0","1","2","0","3","253","254","2","11","8","8","8","0","10","9","0","3","253","254","9","11","12","8","8","0","1","9","0","3","253","254","9","11","12","8","8","0","10","9","0","3","253","254","9","6","47","8","8","35","10","20","35","22","253","254","20","6","8","12","8","0","1","9","0","3","253","254","9","6","47","8","8","35","1","20","35","22","253","254","20","6","8","12","8","3130380.0"
"89","76","10","9","76","44","160","255","9","11","8","8","8","76","1","9","76","44","160","255","9","11","8","8","8","43","10","2","43","44","160","255","2","11","8","8","8","43","1","2","43","44","160","255","2","11","8","8","8","43","10","29","43","44","160","255","29","11","4","8","8","43","1","29","43","44","160","255","29","11","4","8","8","43","10","29","43","44","160","255","29","6","256","8","8","43","1","29","43","44","160","255","29","6","256","8","8","280140.0"
"9","94","10","61","94","15","77","17","61","11","8","8","8","94","1","61","94","15","77","17","61","11","8","8","8","94","10","19","94","15","77","17","19","11","12","8","8","94","1","19","94","15","77","17","19","11","12","8","8","94","10","19","94","15","77","17","19","6","45","8","8","94","1","19","94","15","77","17","19","6","45","8","8","21","10","20","21","22","77","17","20","6","77","8","8","21","1","20","21","22","77","17","20","6","77","8","8","1704600.0"
"90","64","10","54","64","65","160","255","54","11","8","8","8","64","1","54","64","65","160","255","54","11","8","8","8","64","10","2","64","65","160","255","2","11","67","8","8","64","1","2","64","65","160","255","2","11","67","8","8","64","10","29","64","65","160","255","29","6","55","8","8","64","1","29","64","65","160","255","29","6","55","8","8","64","10","9","64","65","160","255","9","6","77","8","8","64","1","9","64","65","160","255","9","6","77","8","8","389160.0"
"91","43","10","46","43","44","161","257","46","11","8","8","8","43","1","46","43","44","161","257","46","11","8","8","8","43","10","2","43","44","161","257","2","11","67","8","8","43","1","2","43","44","161","257","2","11","67","8","8","43","10","2","43","44","161","257","2","6","8","8","8","43","10","29","43","44","161","257","29","6","183","8","8","43","1","2","43","44","161","257","2","6","8","8","8","43","1","29","43","44","161","257","29","6","183","8","8","499260.0"
"92","64","10","54","64","65","97","27","54","11","8","8","8","64","1","54","64","65","97","27","54","11","8","8","8","64","10","54","64","65","97","27","54","11","12","8","8","64","1","54","64","65","97","27","54","11","12","8","8","64","10","54","64","65","97","27","54","6","67","8","8","64","1","54","64","65","97","27","54","6","67","8","8","35","10","20","35","22","97","27","20","6","8","12","8","35","1","20","35","22","97","27","20","6","8","12","8","1865640.0"
"93","114","10","38","114","25","80","164","38","11","8","8","8","114","10","38","114","25","80","164","38","6","103","8","8","114","1","38","114","25","80","164","38","11","8","8","8","114","1","38","114","25","80","164","38","6","103","8","8","114","10","24","114","25","80","164","24","6","103","8","8","114","1","24","114","25","80","164","24","6","103","8","8","114","10","24","114","25","80","164","24","11","12","8","8","114","1","24","114","25","80","164","24","11","12","8","8","3754200.0"
"95","0","10","29","0","3","258","162","29","11","8","8","8","0","1","29","0","3","258","162","29","11","8","8","8","0","10","9","0","3","258","162","9","11","58","8","8","0","1","9","0","3","258","162","9","11","58","8","8","35","10","20","35","22","258","162","20","6","8","8","8","0","10","2","0","3","258","162","2","11","91","8","8","35","1","20","35","22","258","162","20","6","8","8","8","0","1","2","0","3","258","162","2","11","91","8","8","2623860.0"
"96","35","10","36","35","22","160","27","36","6","8","8","8","35","1","36","35","22","160","27","36","6","8","8","8","35","10","36","35","22","160","27","36","6","160","8","8","35","1","36","35","22","160","27","36","6","160","8","8","150","10","113","150","151","160","27","113","6","8","8","8","150","1","113","150","151","160","27","113","6","8","8","8","150","10","113","150","151","160","27","113","6","55","8","8","48","10","78","48","50","160","27","78","6","160","8","8","83400.0"
"97","35","10","36","35","22","63","27","36","6","63","8","8","35","1","36","35","22","63","27","36","6","63","8","8","48","10","154","48","50","63","27","154","6","259","8","8","48","1","154","48","50","63","27","154","6","259","8","8","48","10","113","48","50","63","27","113","6","109","8","8","48","1","113","48","50","63","27","113","6","109","8","8","150","10","113","150","151","63","27","113","6","8","8","8","150","10","113","150","151","63","27","113","6","8","8","8","895200.0"
"98","35","10","36","35","22","260","27","36","6","262","8","8","35","1","36","35","22","260","27","36","6","262","8","8","48","10","78","48","50","260","27","78","6","225","8","8","48","1","78","48","50","260","27","78","6","225","8","8","48","10","113","48","50","260","27","113","6","187","8","8","48","1","113","48","50","260","27","113","6","187","8","8","48","10","78","48","50","260","27","78","6","261","8","8","48","1","78","48","50","260","27","78","6","261","8","8","0.0"
"99","35","10","20","35","22","263","142","20","6","8","8","8","35","1","20","35","22","263","142","20","6","8","8","8","35","10","20","35","22","263","142","20","6","8","8","8","35","1","20","35","22","263","142","20","6","8","8","8","35","10","20","35","22","263","142","20","6","262","8","8","35","1","20","35","22","263","142","20","6","262","8","8","150","10","113","150","151","263","142","113","6","8","8","8","150","1","113","150","151","263","142","113","6","8","8","8","344700.0"
