"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","remainingTime"
"259","70","1","71","70","72","232","145","71","11","7","7","7","70","13","71","70","72","232","145","71","11","7","7","7","70","1","71","70","72","232","145","71","6","67","7","7","70","13","71","70","72","232","145","71","6","67","7","7","70","1","24","70","72","232","145","24","6","37","7","7","70","13","24","70","72","232","145","24","6","37","7","7","70","1","32","70","72","232","145","32","6","31","7","7","70","13","32","70","72","232","145","32","6","31","7","7","70","1","71","70","72","232","145","71","6","34","7","7","70","13","71","70","72","232","145","71","6","34","7","7","70","1","24","70","72","232","145","24","11","12","7","7","70","13","24","70","72","232","145","24","11","12","7","7","70","1","24","70","72","232","145","24","6","12","7","7","70","13","24","70","72","232","145","24","6","12","7","7","6065700.0"
"26","9","1","14","9","10","63","111","14","11","7","7","7","9","13","14","9","10","63","111","14","11","7","7","7","9","1","32","9","10","63","111","32","11","12","7","7","9","13","32","9","10","63","111","32","11","12","7","7","9","1","32","9","10","63","111","32","49","7","7","7","9","13","32","9","10","63","111","32","49","7","7","7","9","1","8","9","10","63","111","8","11","7","7","7","9","13","8","9","10","63","111","8","11","7","7","7","9","1","8","9","10","63","111","8","6","93","7","7","9","13","8","9","10","63","111","8","6","93","7","7","17","1","81","17","18","63","111","81","6","93","12","7","17","13","81","17","18","63","111","81","6","93","12","7","21","1","99","21","22","63","111","99","6","93","7","7","21","13","99","21","22","63","111","99","6","93","7","7","3498780.0"
"260","75","1","43","75","76","233","38","43","11","7","7","7","75","13","43","75","76","233","38","43","11","7","7","7","75","1","43","75","76","233","38","43","11","12","7","7","75","13","43","75","76","233","38","43","11","12","7","7","75","1","43","75","76","233","38","43","6","50","7","7","75","13","43","75","76","233","38","43","6","50","7","7","75","1","32","75","76","233","38","32","6","103","7","7","75","13","32","75","76","233","38","32","6","103","7","7","75","1","43","75","76","233","38","43","6","92","7","7","75","13","43","75","76","233","38","43","6","92","7","7","75","1","71","75","76","233","38","71","6","58","7","7","75","13","71","75","76","233","38","71","6","58","7","7","17","1","29","17","18","233","38","29","6","7","7","7","75","1","32","75","76","233","38","32","6","55","7","7","4500720.0"
"261","40","1","45","40","41","124","218","45","11","7","7","7","40","13","45","40","41","124","218","45","11","7","7","7","40","1","45","40","41","124","218","45","6","79","7","7","40","13","45","40","41","124","218","45","6","79","7","7","17","1","29","17","18","124","218","29","6","7","7","7","17","13","29","17","18","124","218","29","6","7","7","7","40","1","39","40","41","124","218","39","6","79","7","7","40","13","39","40","41","124","218","39","6","79","7","7","17","1","29","17","18","124","218","29","6","124","7","7","17","13","29","17","18","124","218","29","6","124","7","7","35","1","2","35","36","124","218","2","6","7","7","7","35","13","2","35","36","124","218","2","6","7","7","7","21","1","20","21","22","124","218","20","6","124","7","7","21","13","20","21","22","124","218","20","6","124","7","7","508320.0"
"262","75","1","14","75","76","80","27","14","11","67","7","7","75","13","14","75","76","80","27","14","11","67","7","7","75","1","43","75","76","80","27","43","11","7","7","7","75","13","43","75","76","80","27","43","11","7","7","7","75","1","43","75","76","80","27","43","6","87","7","7","75","13","43","75","76","80","27","43","6","87","7","7","17","1","29","17","18","80","27","29","6","7","7","7","17","13","29","17","18","80","27","29","6","7","7","7","17","1","29","17","18","80","27","29","6","162","50","7","17","13","29","17","18","80","27","29","6","162","50","7","21","1","20","21","22","80","27","20","6","162","7","7","21","13","20","21","22","80","27","20","6","162","7","7","35","1","20","35","36","80","27","20","6","7","7","7","35","13","20","35","36","80","27","20","6","7","7","7","182640.0"
"263","40","1","39","40","41","37","234","39","11","7","7","7","40","13","39","40","41","37","234","39","11","7","7","7","40","1","39","40","41","37","234","39","11","7","7","7","40","13","39","40","41","37","234","39","11","7","7","7","40","1","39","40","41","37","234","39","11","12","7","7","17","1","52","17","18","37","234","52","6","7","7","7","40","13","39","40","41","37","234","39","11","12","7","7","40","1","39","40","41","37","234","39","49","7","7","7","17","13","52","17","18","37","234","52","6","7","7","7","40","13","39","40","41","37","234","39","49","7","7","7","40","1","39","40","41","37","234","39","6","44","7","7","40","13","39","40","41","37","234","39","6","44","7","7","40","1","39","40","41","37","234","39","6","12","7","7","40","13","39","40","41","37","234","39","6","12","7","7","1533240.0"
"264","75","1","90","75","76","235","218","90","11","67","7","7","75","13","90","75","76","235","218","90","11","67","7","7","75","1","90","75","76","235","218","90","6","67","7","7","75","1","43","75","76","235","218","43","6","34","7","7","75","13","90","75","76","235","218","90","6","67","7","7","75","13","43","75","76","235","218","43","6","34","7","7","75","1","32","75","76","235","218","32","6","114","7","7","75","13","32","75","76","235","218","32","6","114","7","7","17","1","29","17","18","235","218","29","6","7","7","7","17","13","29","17","18","235","218","29","6","7","7","7","75","1","14","75","76","235","218","14","6","92","7","7","75","13","14","75","76","235","218","14","6","92","7","7","75","1","86","75","76","235","218","86","6","108","7","7","75","13","86","75","76","235","218","86","6","108","7","7","151980.0"
"265","123","1","45","123","143","19","236","45","11","7","7","7","123","13","45","123","143","19","236","45","11","7","7","7","123","1","45","123","143","19","236","45","6","19","7","7","123","13","45","123","143","19","236","45","6","19","7","7","40","1","45","40","41","19","236","45","11","7","7","7","40","1","45","40","41","19","236","45","11","7","7","7","40","1","45","40","41","19","236","45","6","19","7","7","40","13","45","40","41","19","236","45","11","7","7","7","40","13","45","40","41","19","236","45","11","7","7","7","40","13","45","40","41","19","236","45","6","19","7","7","17","1","29","17","18","19","236","29","6","19","7","7","17","13","29","17","18","19","236","29","6","19","7","7","21","1","20","21","22","19","236","20","6","19","7","7","21","13","20","21","22","19","236","20","6","19","7","7","271980.0"
"266","17","1","16","17","18","237","5","16","6","7","7","7","17","13","16","17","18","237","5","16","6","7","7","7","109","1","86","109","110","237","5","86","11","7","7","7","109","13","86","109","110","237","5","86","11","7","7","7","109","1","8","109","110","237","5","8","6","238","7","7","109","13","8","109","110","237","5","8","6","238","7","7","109","1","86","109","110","237","5","86","6","80","7","7","17","1","16","17","18","237","5","16","11","7","7","7","109","13","86","109","110","237","5","86","6","80","7","7","109","1","86","109","110","237","5","86","11","12","7","7","17","13","16","17","18","237","5","16","11","7","7","7","17","1","52","17","18","237","5","52","6","237","7","7","17","13","52","17","18","237","5","52","6","237","7","7","109","13","86","109","110","237","5","86","11","12","7","7","7285080.0"
"267","9","1","14","9","10","163","164","14","11","7","7","7","9","13","14","9","10","163","164","14","11","7","7","7","9","1","32","9","10","163","164","32","11","67","7","7","9","13","32","9","10","163","164","32","11","67","7","7","9","1","32","9","10","163","164","32","6","61","7","7","9","13","32","9","10","163","164","32","6","61","7","7","9","1","14","9","10","163","164","14","6","89","7","7","17","1","29","17","18","163","164","29","6","7","7","7","17","13","29","17","18","163","164","29","6","7","7","7","9","13","14","9","10","163","164","14","6","89","7","7","9","1","43","9","10","163","164","43","6","79","7","7","9","13","43","9","10","163","164","43","6","79","7","7","9","1","43","9","10","163","164","43","6","79","7","7","9","13","43","9","10","163","164","43","6","79","7","7","7090200.0"
"268","40","1","45","40","41","117","239","45","11","12","7","7","40","13","45","40","41","117","239","45","11","12","7","7","40","1","45","40","41","117","239","45","11","7","7","7","17","1","29","17","18","117","239","29","6","7","7","7","40","13","45","40","41","117","239","45","11","7","7","7","17","13","29","17","18","117","239","29","6","7","7","7","40","1","45","40","41","117","239","45","11","7","7","7","17","1","29","17","18","117","239","29","6","7","7","7","17","13","29","17","18","117","239","29","6","7","7","7","40","13","45","40","41","117","239","45","11","7","7","7","40","1","45","40","41","117","239","45","6","66","7","7","40","13","45","40","41","117","239","45","6","66","7","7","40","1","99","40","41","117","239","99","6","44","7","7","40","13","99","40","41","117","239","99","6","44","7","7","1755840.0"
"269","40","1","45","40","41","93","38","45","11","7","7","7","40","13","45","40","41","93","38","45","11","7","7","7","40","1","45","40","41","93","38","45","11","103","7","7","17","1","52","17","18","93","38","52","6","7","7","7","40","1","45","40","41","93","38","45","11","12","7","7","40","13","45","40","41","93","38","45","11","12","7","7","17","13","52","17","18","93","38","52","6","7","7","7","40","13","45","40","41","93","38","45","11","103","7","7","40","1","45","40","41","93","38","45","6","108","7","7","40","13","45","40","41","93","38","45","6","108","7","7","17","1","52","17","18","93","38","52","6","93","7","7","40","1","45","40","41","93","38","45","11","12","7","7","40","1","45","40","41","93","38","45","6","44","7","7","17","13","52","17","18","93","38","52","6","93","7","7","1629480.0"
"27","40","1","45","40","41","93","38","45","11","7","7","7","40","13","45","40","41","93","38","45","11","7","7","7","40","1","45","40","41","93","38","45","11","12","7","7","40","13","45","40","41","93","38","45","11","12","7","7","40","1","45","40","41","93","38","45","11","7","7","7","40","13","45","40","41","93","38","45","11","7","7","7","40","1","45","40","41","93","38","45","6","44","7","7","40","13","45","40","41","93","38","45","6","44","7","7","40","1","45","40","41","93","38","45","11","7","7","7","40","13","45","40","41","93","38","45","11","7","7","7","40","1","45","40","41","93","38","45","6","7","7","7","40","13","45","40","41","93","38","45","6","7","7","7","40","1","45","40","41","93","38","45","6","93","7","7","40","13","45","40","41","93","38","45","6","93","7","7","258780.0"
"271","109","1","8","109","110","147","5","8","11","7","7","7","109","1","8","109","110","147","5","8","11","7","7","7","109","13","8","109","110","147","5","8","11","7","7","7","109","13","8","109","110","147","5","8","11","7","7","7","109","1","8","109","110","147","5","8","6","92","7","7","109","13","8","109","110","147","5","8","6","92","7","7","109","1","86","109","110","147","5","86","49","7","7","7","17","1","81","17","18","147","5","81","6","7","7","7","109","13","86","109","110","147","5","86","49","7","7","7","17","13","81","17","18","147","5","81","6","7","7","7","109","1","8","109","110","147","5","8","6","58","7","7","17","1","81","17","18","147","5","81","6","108","34","7","17","13","81","17","18","147","5","81","6","108","34","7","109","13","8","109","110","147","5","8","6","58","7","7","6545100.0"
"272","23","1","28","23","25","89","27","28","11","7","7","7","23","13","28","23","25","89","27","28","11","7","7","7","23","1","71","23","25","89","27","71","11","12","7","7","23","13","71","23","25","89","27","71","11","12","7","7","23","1","71","23","25","89","27","71","6","66","7","7","23","13","71","23","25","89","27","71","6","66","7","7","23","1","28","23","25","89","27","28","6","50","7","7","17","1","29","17","18","89","27","29","6","37","67","7","23","13","28","23","25","89","27","28","6","50","7","7","17","13","29","17","18","89","27","29","6","37","67","7","35","1","20","35","36","89","27","20","6","37","7","7","35","13","20","35","36","89","27","20","6","37","7","7","17","1","29","17","18","89","27","29","6","7","7","7","21","1","20","21","22","89","27","20","6","37","7","7","343620.0"
"273","23","1","28","23","25","93","27","28","11","12","7","7","23","13","28","23","25","93","27","28","11","12","7","7","23","1","28","23","25","93","27","28","6","50","7","7","23","1","24","23","25","93","27","24","6","15","7","7","23","13","24","23","25","93","27","24","6","15","7","7","17","1","29","17","18","93","27","29","6","93","7","7","23","13","28","23","25","93","27","28","6","50","7","7","17","13","29","17","18","93","27","29","6","93","7","7","35","1","20","35","36","93","27","20","6","93","7","7","35","13","20","35","36","93","27","20","6","93","7","7","21","1","20","21","22","93","27","20","6","93","7","7","21","13","20","21","22","93","27","20","6","93","7","7","0","1","20","0","3","93","27","20","6","93","7","7","0","13","20","0","3","93","27","20","6","93","7","7","187200.0"
"274","40","1","39","40","41","50","27","39","11","12","7","7","40","13","39","40","41","50","27","39","11","12","7","7","40","1","39","40","41","50","27","39","49","7","7","7","17","1","52","17","18","50","27","52","6","7","7","7","17","13","52","17","18","50","27","52","6","7","7","7","40","13","39","40","41","50","27","39","49","7","7","7","40","1","39","40","41","50","27","39","6","67","7","7","17","1","52","17","18","50","27","52","6","50","7","7","35","1","99","35","36","50","27","99","6","50","7","7","40","13","39","40","41","50","27","39","6","67","7","7","17","13","52","17","18","50","27","52","6","50","7","7","35","13","99","35","36","50","27","99","6","50","7","7","0","1","99","0","3","50","27","99","6","50","7","7","0","13","99","0","3","50","27","99","6","50","7","7","127800.0"
"277","225","1","224","225","226","50","5","224","6","50","7","7","225","13","224","225","226","50","5","224","6","50","7","7","17","1","81","17","18","50","5","81","6","50","7","7","17","13","81","17","18","50","5","81","6","50","7","7","0","1","60","0","3","50","5","60","6","50","7","7","0","13","60","0","3","50","5","60","6","50","7","7","94","1","60","94","95","50","5","60","11","7","7","7","94","13","60","94","95","50","5","60","11","7","7","7","94","1","60","94","95","50","5","60","6","7","7","7","94","13","60","94","95","50","5","60","6","7","7","7","94","1","60","94","95","50","5","60","6","50","7","7","94","13","60","94","95","50","5","60","6","50","7","7","0","1","60","0","3","50","5","60","6","50","7","7","0","13","60","0","3","50","5","60","6","50","7","7","103740.0"
"28","75","1","32","75","76","153","38","32","11","7","7","7","75","13","32","75","76","153","38","32","11","7","7","7","75","1","32","75","76","153","38","32","11","50","7","7","75","13","32","75","76","153","38","32","11","50","7","7","75","1","14","75","76","153","38","14","11","67","7","7","17","1","29","17","18","153","38","29","6","7","7","7","17","13","29","17","18","153","38","29","6","7","7","7","75","13","14","75","76","153","38","14","11","67","7","7","17","1","29","17","18","153","38","29","6","7","7","7","17","13","29","17","18","153","38","29","6","7","7","7","75","1","14","75","76","153","38","14","11","50","7","7","75","13","14","75","76","153","38","14","11","50","7","7","75","1","45","75","76","153","38","45","6","66","7","7","75","13","45","75","76","153","38","45","6","66","7","7","2917560.0"
"29","70","1","24","70","72","182","5","24","11","7","7","7","70","13","24","70","72","182","5","24","11","7","7","7","70","1","71","70","72","182","5","71","11","7","7","7","70","13","71","70","72","182","5","71","11","7","7","7","70","1","28","70","72","182","5","28","11","7","7","7","70","13","28","70","72","182","5","28","11","7","7","7","70","1","71","70","72","182","5","71","6","51","7","7","70","13","71","70","72","182","5","71","6","51","7","7","70","1","71","70","72","182","5","71","6","31","7","7","70","13","71","70","72","182","5","71","6","31","7","7","70","1","71","70","72","182","5","71","6","42","7","7","70","13","71","70","72","182","5","71","6","42","7","7","17","1","81","17","18","182","5","81","6","141","7","7","17","13","81","17","18","182","5","81","6","141","7","7","2946780.0"
"3","109","1","14","109","110","4","5","14","11","67","7","7","17","1","16","17","18","4","5","16","11","7","7","7","109","13","14","109","110","4","5","14","11","67","7","7","17","13","16","17","18","4","5","16","11","7","7","7","9","1","8","9","10","4","5","8","6","15","7","7","9","13","8","9","10","4","5","8","6","15","7","7","17","1","16","17","18","4","5","16","6","4","7","7","17","13","16","17","18","4","5","16","6","4","7","7","21","1","20","21","22","4","5","20","6","4","7","7","21","13","20","21","22","4","5","20","6","4","7","7","0","1","20","0","3","4","5","20","6","4","7","7","0","13","20","0","3","4","5","20","6","4","7","7","155","1","154","155","156","4","5","154","11","7","7","7","155","1","151","155","156","4","5","151","11","7","7","7","205200.0"
"31","9","1","8","9","10","79","5","8","11","7","7","7","9","13","8","9","10","79","5","8","11","7","7","7","9","1","8","9","10","79","5","8","11","12","7","7","9","13","8","9","10","79","5","8","11","12","7","7","9","1","8","9","10","79","5","8","6","50","7","7","9","13","8","9","10","79","5","8","6","50","7","7","9","1","43","9","10","79","5","43","6","169","7","7","9","13","43","9","10","79","5","43","6","169","7","7","17","1","16","17","18","79","5","16","6","92","12","7","17","13","16","17","18","79","5","16","6","92","12","7","17","1","16","17","18","79","5","16","6","7","12","7","17","13","16","17","18","79","5","16","6","7","12","7","21","1","20","21","22","79","5","20","6","92","7","7","21","13","20","21","22","79","5","20","6","92","7","7","2685960.0"
"32","109","1","32","109","110","160","47","32","11","7","7","7","109","13","32","109","110","160","47","32","11","7","7","7","109","1","86","109","110","160","47","86","11","7","7","7","109","13","86","109","110","160","47","86","11","7","7","7","109","1","43","109","110","160","47","43","11","7","7","7","109","13","43","109","110","160","47","43","11","7","7","7","109","1","86","109","110","160","47","86","11","50","7","7","109","13","86","109","110","160","47","86","11","50","7","7","109","1","14","109","110","160","47","14","11","12","7","7","109","13","14","109","110","160","47","14","11","12","7","7","109","1","86","109","110","160","47","86","11","108","7","7","17","1","81","17","18","160","47","81","6","7","7","7","17","13","81","17","18","160","47","81","6","7","7","7","17","1","81","17","18","160","47","81","6","7","7","7","2378820.0"
"33","75","1","32","75","76","79","38","32","11","12","7","7","75","13","32","75","76","79","38","32","11","12","7","7","17","1","29","17","18","79","38","29","6","7","7","7","75","1","32","75","76","79","38","32","11","12","7","7","17","13","29","17","18","79","38","29","6","7","7","7","75","13","32","75","76","79","38","32","11","12","7","7","75","1","32","75","76","79","38","32","6","67","7","7","75","13","32","75","76","79","38","32","6","67","7","7","75","1","14","75","76","79","38","14","6","89","7","7","75","13","14","75","76","79","38","14","6","89","7","7","75","1","43","75","76","79","38","43","6","103","7","7","75","13","43","75","76","79","38","43","6","103","7","7","17","1","29","17","18","79","38","29","6","7","12","7","17","13","29","17","18","79","38","29","6","7","12","7","1905960.0"
"34","70","1","24","70","72","89","47","24","11","12","7","7","70","13","24","70","72","89","47","24","11","12","7","7","70","1","28","70","72","89","47","28","11","12","7","7","70","13","28","70","72","89","47","28","11","12","7","7","70","1","28","70","72","89","47","28","6","103","7","7","70","13","28","70","72","89","47","28","6","103","7","7","70","1","8","70","72","89","47","8","6","4","7","7","70","13","8","70","72","89","47","8","6","4","7","7","70","1","24","70","72","89","47","24","6","67","7","7","17","1","52","17","18","89","47","52","6","89","7","7","70","13","24","70","72","89","47","24","6","67","7","7","17","13","52","17","18","89","47","52","6","89","7","7","21","1","20","21","22","89","47","20","6","89","7","7","21","13","20","21","22","89","47","20","6","89","7","7","1782360.0"
"35","109","1","86","109","110","61","5","86","11","7","7","7","109","13","86","109","110","61","5","86","11","7","7","7","109","1","32","109","110","61","5","32","11","7","7","7","109","13","32","109","110","61","5","32","11","7","7","7","109","1","43","109","110","61","5","43","11","67","7","7","109","1","86","109","110","61","5","86","6","63","7","7","109","13","43","109","110","61","5","43","11","67","7","7","109","13","86","109","110","61","5","86","6","63","7","7","17","1","16","17","18","61","5","16","6","55","12","7","17","1","16","17","18","61","5","16","6","7","7","7","17","13","16","17","18","61","5","16","6","55","12","7","17","13","16","17","18","61","5","16","6","7","7","7","21","1","154","21","22","61","5","154","6","55","7","7","21","13","154","21","22","61","5","154","6","55","7","7","2315460.0"
"36","109","1","43","109","110","89","5","43","11","7","7","7","109","13","43","109","110","89","5","43","11","7","7","7","109","1","86","109","110","89","5","86","11","12","7","7","109","13","86","109","110","89","5","86","11","12","7","7","9","1","8","9","10","89","5","8","11","7","7","7","109","1","8","109","110","89","5","8","11","7","7","7","9","13","8","9","10","89","5","8","11","7","7","7","109","13","8","109","110","89","5","8","11","7","7","7","17","1","81","17","18","89","5","81","6","7","7","7","109","1","43","109","110","89","5","43","11","7","7","7","17","13","81","17","18","89","5","81","6","7","7","7","109","13","43","109","110","89","5","43","11","7","7","7","109","1","43","109","110","89","5","43","11","12","7","7","109","13","43","109","110","89","5","43","11","12","7","7","1453080.0"
"37","40","1","45","40","41","80","38","45","11","12","7","7","104","1","71","104","25","80","38","71","6","7","7","7","104","13","71","104","25","80","38","71","6","7","7","7","40","13","45","40","41","80","38","45","11","12","7","7","40","1","45","40","41","80","38","45","11","12","7","7","40","13","45","40","41","80","38","45","11","12","7","7","40","1","32","40","41","80","38","32","6","44","7","7","40","13","32","40","41","80","38","32","6","44","7","7","40","1","240","40","41","80","38","240","6","196","7","7","40","13","240","40","41","80","38","240","6","196","7","7","40","1","45","40","41","80","38","45","11","7","7","7","40","13","45","40","41","80","38","45","11","7","7","7","40","1","45","40","41","80","38","45","6","63","7","7","40","13","45","40","41","80","38","45","6","63","7","7","1753380.0"
"38","9","1","14","9","10","181","5","14","11","7","7","7","9","13","14","9","10","181","5","14","11","7","7","7","109","1","86","109","110","181","5","86","11","12","7","7","109","13","86","109","110","181","5","86","11","12","7","7","9","1","8","9","10","181","5","8","11","7","7","7","9","13","8","9","10","181","5","8","11","7","7","7","9","1","8","9","10","181","5","8","6","67","7","7","9","13","8","9","10","181","5","8","6","67","7","7","9","1","8","9","10","181","5","8","11","7","7","7","9","13","8","9","10","181","5","8","11","7","7","7","9","1","8","9","10","181","5","8","6","66","7","7","9","13","8","9","10","181","5","8","6","66","7","7","109","1","45","109","110","181","5","45","6","7","7","7","9","1","45","9","10","181","5","45","6","67","7","7","4765320.0"
"39","70","1","71","70","72","4","27","71","11","12","7","7","70","13","71","70","72","4","27","71","11","12","7","7","70","1","71","70","72","4","27","71","11","12","7","7","17","1","52","17","18","4","27","52","6","7","7","7","17","13","52","17","18","4","27","52","6","7","7","7","70","13","71","70","72","4","27","71","11","12","7","7","70","1","71","70","72","4","27","71","6","15","7","7","17","1","52","17","18","4","27","52","6","4","7","7","70","13","71","70","72","4","27","71","6","15","7","7","17","13","52","17","18","4","27","52","6","4","7","7","70","1","71","70","72","4","27","71","11","7","7","7","70","13","71","70","72","4","27","71","11","7","7","7","70","1","24","70","72","4","27","24","11","67","7","7","70","13","24","70","72","4","27","24","11","67","7","7","413040.0"
"4","241","1","8","241","110","61","5","8","11","7","7","7","241","13","8","241","110","61","5","8","11","7","7","7","109","1","43","109","110","61","5","43","11","12","7","7","17","1","81","17","18","61","5","81","6","12","7","7","109","13","43","109","110","61","5","43","11","12","7","7","109","1","43","109","110","61","5","43","6","7","7","7","17","13","81","17","18","61","5","81","6","12","7","7","109","13","43","109","110","61","5","43","6","7","7","7","109","1","86","109","110","61","5","86","6","19","7","7","109","13","86","109","110","61","5","86","6","19","7","7","109","1","8","109","110","61","5","8","6","108","7","7","109","13","8","109","110","61","5","8","6","108","7","7","17","1","81","17","18","61","5","81","6","7","7","7","17","13","81","17","18","61","5","81","6","7","7","7","10920.0"
"40","104","1","28","104","25","80","27","28","11","7","7","7","104","13","28","104","25","80","27","28","11","7","7","7","104","1","71","104","25","80","27","71","11","12","7","7","104","13","71","104","25","80","27","71","11","12","7","7","104","1","28","104","25","80","27","28","11","12","7","7","104","13","28","104","25","80","27","28","11","12","7","7","104","1","28","104","25","80","27","28","6","34","7","7","104","13","28","104","25","80","27","28","6","34","7","7","104","1","28","104","25","80","27","28","49","7","7","7","104","13","28","104","25","80","27","28","49","7","7","7","104","1","8","104","25","80","27","8","6","79","7","7","104","13","8","104","25","80","27","8","6","79","7","7","30","1","29","30","18","80","27","29","6","80","7","7","30","13","29","30","18","80","27","29","6","80","7","7","1139400.0"
"41","23","1","28","23","25","89","27","28","11","12","7","7","23","13","28","23","25","89","27","28","11","12","7","7","23","1","28","23","25","89","27","28","11","7","7","7","17","1","29","17","18","89","27","29","6","7","7","7","23","13","28","23","25","89","27","28","11","7","7","7","23","1","28","23","25","89","27","28","6","19","7","7","17","13","29","17","18","89","27","29","6","7","7","7","23","13","28","23","25","89","27","28","6","19","7","7","23","1","71","23","25","89","27","71","6","4","7","7","23","13","71","23","25","89","27","71","6","4","7","7","242","1","20","242","36","89","27","20","6","89","7","7","242","13","20","242","36","89","27","20","6","89","7","7","17","1","81","17","18","89","27","81","6","89","7","7","17","13","81","17","18","89","27","81","6","89","7","7","1316580.0"
"42","75","1","32","75","76","73","27","32","11","12","7","7","75","13","32","75","76","73","27","32","11","12","7","7","75","1","32","75","76","73","27","32","6","89","7","7","75","13","32","75","76","73","27","32","6","89","7","7","17","1","29","17","18","73","27","29","6","7","7","7","17","13","29","17","18","73","27","29","6","7","7","7","75","1","14","75","76","73","27","14","6","98","7","7","75","13","14","75","76","73","27","14","6","98","7","7","75","1","39","75","76","73","27","39","6","34","7","7","75","13","39","75","76","73","27","39","6","34","7","7","75","1","32","75","76","73","27","32","6","79","7","7","17","1","29","17","18","73","27","29","6","7","67","7","75","13","32","75","76","73","27","32","6","79","7","7","75","1","14","75","76","73","27","14","6","89","7","7","409020.0"
"43","40","1","39","40","41","169","38","39","11","7","7","7","40","13","39","40","41","169","38","39","11","7","7","7","40","1","45","40","41","169","38","45","11","12","7","7","17","1","29","17","18","169","38","29","6","7","7","7","40","13","45","40","41","169","38","45","11","12","7","7","17","13","29","17","18","169","38","29","6","7","7","7","40","1","45","40","41","169","38","45","6","42","7","7","40","13","45","40","41","169","38","45","6","42","7","7","40","1","39","40","41","169","38","39","6","37","7","7","40","13","39","40","41","169","38","39","6","37","7","7","17","1","29","17","18","169","38","29","6","169","7","7","17","13","29","17","18","169","38","29","6","169","7","7","21","1","20","21","22","169","38","20","6","169","7","7","21","13","20","21","22","169","38","20","6","169","7","7","123420.0"
"44","243","1","24","243","72","244","245","24","11","7","7","7","243","13","24","243","72","244","245","24","11","7","7","7","243","1","71","243","72","244","245","71","11","12","7","7","243","13","71","243","72","244","245","71","11","12","7","7","243","1","71","243","72","244","245","71","6","93","7","7","243","13","71","243","72","244","245","71","6","93","7","7","243","1","24","243","72","244","245","24","6","103","7","7","243","13","24","243","72","244","245","24","6","103","7","7","243","1","24","243","72","244","245","24","6","61","7","7","243","13","24","243","72","244","245","24","6","61","7","7","243","1","71","243","72","244","245","71","6","61","7","7","243","13","71","243","72","244","245","71","6","61","7","7","243","1","8","243","72","244","245","8","6","78","7","7","243","13","8","243","72","244","245","8","6","78","7","7","2012880.0"
