,id,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
685,83,90000,1818000,1728000,2012094.625,1618759.2,3191785.7829,2598847.19402
7589,25,1073940,1951380,877440,866363.6875,885675.6,420676.179199,773790.502042
6714,146,5716800,6670800,954000,952827.375,950424.0,1325555.7558,991771.792426
5190,98,4212180,7319880,3107700,3207877.75,2978794.8,2961096.65717,2944038.16216
8743,160,1388280,1564260,175980,138571.546875,164170.8,309734.379456,214235.25415
3668,147,1398720,1479360,80640,23515.7070312,60222.0,0.0,-868615.514348
5789,134,3656580,3656580,0,309225.15625,470379.6,662098.701538,134843.034238
3159,156,1039140,2639280,1600140,1591471.5,1569494.4,1945646.98553,1434958.32837
6278,31,110040,1374660,1264620,1149258.5,1242904.8,1624335.47479,1527733.46692
2040,72,1213740,2385960,1172220,1075323.25,1180922.4,1107005.9248,1150251.04662
8697,131,6647340,6825900,178560,168983.4375,225675.6,6508517738.35,228656.809962
7308,167,242640,534900,292260,304464.59375,288673.2,0.0,78530.8656664
3891,116,384420,786600,402180,409967.0625,418118.4,792846.844055,266759.465501
1335,76,1244280,7552500,6308220,6360597.5,6284018.4,6689237.47467,6437867.40136
434,87,424200,1090800,666600,770153.3125,856351.2,1748097.23761,2333501.05095
1407,77,210840,3257040,3046200,2839658.75,3109902.0,3743377.15198,3756051.66601
232,51,168420,280800,112380,670428.9375,1292923.2,323456.75061,1060350.49019
640,75,0,6135000,6135000,4777946.5,4243006.8,2673050.17749,2499100.19514
4001,71,2876400,3996240,1119840,1122377.5,1140525.6,861999.05896,971512.282452
5991,76,5036400,7552500,2516100,2518657.75,2513006.4,2505635.87335,2603818.89601
517,111,575520,3974400,3398880,3392382.25,3322234.8,3705282.95276,3601623.41038
2793,79,2419200,4151700,1732500,862186.9375,1526394.0,0.0,-64432.0365199
5639,146,4856400,6670800,1814400,1724265.5,1839667.2,2139269.1181,1891045.80006
2364,156,245340,2639280,2393940,2395334.25,2503933.2,2778692.00092,3258764.72669
4893,2,48960,2555640,2506680,2459975.0,2085090.0,1234617.46472,1127313.12792
1977,86,1003860,3519180,2515320,2526592.25,2515155.6,2337670.53503,2496245.39089
7051,213,2553180,3206820,653640,653459.4375,656060.4,0.0,511608.54603
8408,133,5922900,6181200,258300,260508.21875,289828.8,0.0,-36722.0390828
632,150,621180,626340,5160,16047.2929688,52892.4,0.0,-32820.3069604
8525,192,4590840,4648740,57900,146474.265625,109716.0,422427.010132,276101.330635
6570,208,42840,1620480,1577640,1612244.125,1621676.4,2630521.44525,2512381.67827
2478,142,2076360,7299960,5223600,5176132.0,5294029.2,0.0,4962681.18369
1452,79,1234800,4151700,2916900,2603468.0,2848479.6,2875027.62372,2601361.42603
3004,108,1463940,3191940,1728000,1738707.75,1695216.0,1632242.3725,1913963.56664
6392,31,176520,1374660,1198140,1208984.625,1189267.2,1433841.50092,1139786.02982
4305,219,42960,3797940,3754980,3481100.5,3718532.4,1933433.0072,1845291.10402
3476,203,643320,1897500,1254180,1308388.75,1245220.8,828595.879028,1676018.66524
4921,90,93420,1532940,1439520,1443237.125,1442115.6,1977581.19897,2004001.85286
8598,42,706800,953340,246540,269572.6875,207490.8,0.0,-382167.167697
3292,192,318240,4648740,4330500,4304357.0,4235341.2,3344550.25085,3578773.38881
8063,26,1510860,2036760,525900,554998.3125,488631.6,318888.534058,470945.138825
4168,107,1303020,4991760,3688740,3672442.0,3694354.8,3732135.54388,3372895.15228
3801,151,868740,3643800,2775060,2633413.0,2788393.2,2659049.32178,2013575.63522
7445,197,20400,626580,606180,755742.375,507518.4,1809264.78888,1871519.23895
7216,3,22740,1055580,1032840,1166675.0,982002.0,1098707.20258,1456010.39128
5284,113,3181860,3646740,464880,548256.0625,377751.6,409704.283997,834069.052061
4686,151,1539300,3643800,2104500,2117600.75,1997593.2,1712673.75287,1922915.58624
8356,30,398400,604800,206400,456469.875,413926.8,646289.568237,116458.308151
4797,186,358800,3636240,3277440,3390813.25,3240266.4,3984520.06067,3088182.83776
3989,141,3475200,7406100,3930900,3943617.25,3940924.8,3901536.26477,4242936.17434
2625,123,961380,3545820,2584440,2583966.5,2569660.8,2539334.91736,2639222.0374
8762,219,3644940,3797940,153000,163200.234375,217738.8,0.0,414663.693457
7331,133,4949520,6181200,1231680,1260714.0,1203816.0,1204651.09949,1556748.0578
4108,0,1330860,1560960,230100,245005.71875,244239.6,1045335.85327,900179.538339
5255,63,3141300,6232860,3091560,3139446.0,3095608.8,3523076.63525,3031243.5334
1745,63,355200,6232860,5877660,5903518.0,5875902.0,5893007.68591,6106985.01116
6561,64,5036700,6845160,1808460,1812940.0,1547841.6,1467745.6615,1613150.87273
5582,177,1587900,1713060,125160,143334.671875,136366.8,0.0,257028.995073
5924,196,728100,3281700,2553600,2548925.0,2537762.4,2982178.5777,2621929.34292
3083,141,2602260,7406100,4803840,4772450.0,4804641.6,4414471.58179,5023518.13794
2678,156,560220,2639280,2079060,2036711.625,2133165.6,1784927.77698,1728151.97395
4408,141,3732240,7406100,3673860,3672781.25,3679806.0,4190639.44482,3678687.5124
7455,220,1479240,2714040,1234800,1191255.0,1205641.2,1090619.87457,1121910.58057
7241,3,44100,1055580,1011480,1009576.25,1010440.8,1150973.36957,1000332.90364
2901,141,2455620,7406100,4950480,4894395.5,4917236.4,4535871.63715,4932798.93827
2928,156,733620,2639280,1905660,1939582.75,1903801.2,2704507.1972,2247061.50302
2159,77,868440,3257040,2388600,2497858.75,2419119.6,1890914.28888,2516798.33602
3659,199,99000,975720,876720,907133.625,861187.2,1769433.3988,2247368.05835
8633,42,725340,953340,228000,226600.671875,223064.4,0.0,147540.612394
8376,37,333540,736020,402480,403786.21875,395626.8,2109035.80499,2835999.02696
5623,213,1337040,3206820,1869780,1905587.375,1891485.6,2587299.64227,1988610.41525
4292,219,33840,3797940,3764100,3715644.0,3557361.6,2393832.14172,1839990.59021
2672,215,23100,1851720,1828620,1300456.125,1346290.8,289987.273499,1084427.0444
2316,156,188640,2639280,2450640,2859006.0,2499147.6,2543086.85223,2729576.46081
1074,88,551760,555360,3600,110633.289062,219384.0,1409149.85126,1514086.60019
7937,30,0,604800,604800,342338.90625,505100.4,1064707.36304,612286.499073
3628,66,3282600,4817700,1535100,1516291.875,1460677.2,1580891.74896,1817464.05945
2684,123,1005900,3545820,2539920,2683589.5,2510274.0,2231998.86456,2320768.55732
3170,67,2944140,3120480,176340,191090.109375,177582.0,0.0,190505.049705
3450,203,626880,1897500,1270620,1363868.0,1215918.0,1705757.12817,2052164.65496
5796,19,583800,608940,25140,29421.9746094,38286.0,0.0,-60384.5285767
6619,191,1543320,1811280,267960,220907.765625,181734.0,0.0,236981.712933
5270,131,3740100,6825900,3085800,3085932.75,3085056.0,2800196.40472,2824817.37518
9044,63,6232140,6232860,720,0.0,69092.4,62523362.0791,127784.548741
4079,107,1268160,4991760,3723600,3695612.25,3675585.6,3995947.91418,3534185.3362
6236,31,81180,1374660,1293480,1267284.375,1265925.6,922441.626709,891623.403534
5844,131,4236900,6825900,2589000,2588834.0,2596440.0,3194776.73315,2736213.9566
7129,48,153840,156420,2580,0.0,18290.4,880507.113281,79264.5003203
3562,116,31800,786600,754800,778212.8125,723800.4,1047799.42633,1529835.84004
4112,0,1332840,1560960,228120,231334.859375,241831.2,910448.137146,828391.408823
5904,63,3671640,6232860,2561220,2558379.75,2562404.4,153702191.189,2543946.96342
1912,77,707340,3257040,2549700,2559485.5,2553465.6,2885898.90485,2905261.86568
2072,63,558540,6232860,5674320,5678196.0,5674042.8,5494486.81525,5412109.05668
2409,94,500400,534480,34080,229682.171875,287592.0,847246.775513,770731.950963
6137,220,507900,2714040,2206140,2332582.25,2122808.4,2073236.66656,2411952.77673
217,146,157440,6670800,6513360,6531081.0,6511329.6,7219842.58691,6074734.05493
261,141,85500,7406100,7320600,6343738.0,5876676.0,4310945.0849,4477161.69394
371,76,284460,7552500,7268040,6951467.0,7266526.8,8315822.58691,7128402.01346
4478,135,3341700,5649480,2307780,2397443.75,2272192.8,2297998.664,2260034.04579
5161,217,108120,557700,449580,530038.5625,670603.2,1406969.54077,1211771.79283
1704,119,100620,2742780,2642160,2671173.0,2488537.2,3128692.63641,2797192.35409
3506,184,179400,1800900,1621500,1712032.5,1621974.0,1399996.03247,1122881.68563
8473,133,5973540,6181200,207660,226208.734375,210016.8,304324.026917,228659.497162
1388,77,200220,3257040,3056820,2859500.25,3075937.2,4198297.13086,3625909.51642
8862,204,2459940,2567700,107760,136262.703125,113822.4,0.0,-61594.2187369
2165,94,195060,534480,339420,355516.625,349071.6,721292.210205,1241001.4495
4885,161,1870080,1955580,85500,243267.421875,65820.0,859288.335022,510369.665046
6383,151,2896920,3643800,746880,732059.0,747042.0,670800.955139,613986.280426
7611,27,387000,402780,15780,77089.7265625,39483.6,0.0,486709.768205
4723,131,3432300,6825900,3393600,3405370.0,3386050.8,3173708.80731,3153603.9839
3385,114,539760,1201080,661320,660840.3125,824868.0,1130388.14471,1252735.88697
2350,66,2159340,4817700,2658360,2588230.25,2679963.6,2575187.21332,2642610.8668
7762,58,68280,992100,923820,863057.9375,873014.4,0.0,-92770.4748279
4892,169,137100,2190660,2053560,1849816.25,2046040.8,1992613.53632,2217053.8452
1584,134,136260,3656580,3520320,3444253.0,3413546.4,2063332.53992,2574094.17288
183,100,0,919500,919500,2474793.25,2974039.2,1954976.67822,2396871.68669
5054,146,4359360,6670800,2311440,2312725.0,2316436.8,16608382947.1,2419706.14647
3755,203,861900,1897500,1035600,1031878.875,1036746.0,209286.163879,1109740.55117
322,76,232080,7552500,7320420,6986906.0,7181366.4,6785062.0827,7609236.68891
4927,202,166740,166740,0,25998.1308594,689522.4,0.0,-104689.871383
7204,61,6220800,6225300,4500,0.0,11000.4,1836448239.14,22606.5054183
513,91,278880,1030200,751320,746677.4375,751538.4,1061117.16913,1336857.83184
812,76,679260,7552500,6873240,6828885.0,6688360.8,7509515.56781,6736887.54109
994,87,799140,1090800,291660,224149.625,353803.2,746681.834045,583732.773512
8522,30,513900,604800,90900,102334.859375,125635.2,0.0,-39938.2254709
2652,69,18660,2073180,2054520,2324723.75,1997136.0,2584541.05402,2275770.49222
3582,203,720900,1897500,1176600,1277519.75,1176108.0,1064038210.03,1752436.97169
3674,203,791100,1897500,1106400,1109984.75,1106167.2,627792835.546,1236269.9694
7909,28,39300,493260,453960,522246.9375,455337.6,457591.043396,984830.941081
8333,3,1006920,1055580,48660,42707.6992188,47995.2,0.0,-307743.668132
3262,142,2750100,7299960,4549860,4603660.5,4485670.8,0.0,4524084.76585
6982,31,701580,1374660,673080,672379.5625,671158.8,230499.342407,561535.051937
1124,86,273960,3519180,3245220,3227792.25,3254680.8,2597190.26501,2520230.70479
5227,54,220080,1314000,1093920,1187726.875,1122906.0,682792.287231,886784.702049
7650,189,259860,308460,48600,125536.75,76866.0,1263347.1955,1717513.91126
4530,201,1293240,1645440,352200,341146.1875,325990.8,0.0,298257.729898
7307,164,49500,123600,74100,97751.921875,81427.2,0.0,-657508.951875
1689,110,1493640,5579400,4085760,4088424.0,3979748.4,3604472.20306,3337962.58115
4217,135,3186900,5649480,2462580,2451388.5,2459228.4,2429263.5415,2364029.80199
196,120,179940,576000,396060,425088.34375,589750.8,2011815.16052,2221868.46898
6908,204,970140,2567700,1597560,1589452.375,1570300.8,1000707.40857,1566850.06282
6791,191,1780920,1811280,30360,20988.5820312,115122.0,235237.105652,387551.898737
4047,213,133020,3206820,3073800,3181677.5,3108099.6,4501518.31799,3829904.53474
8723,188,4244760,4327560,82800,46534.4023438,85599.6,0.0,-125076.199972
2493,135,1770300,5649480,3879180,3848895.75,3894140.4,4175109.3736,3745620.9206
1767,138,1724220,1785600,61380,59948.0429688,598674.0,0.0,212077.060974
1580,79,1321500,4151700,2830200,2840606.5,2842113.6,0.0,2338727.10221
6773,46,1871400,2027040,155640,56434.6914062,128857.2,0.0,-56396.1525801
4489,23,1891320,1894920,3600,0.0,26764.8,0.0,62883.9704436
549,83,0,1818000,1818000,2862835.75,3115996.8,3892009.7475,3458545.86648
1207,12,46500,850020,803520,1552460.625,840213.6,511013.856689,1571123.26859
1905,115,643260,954000,310740,600033.25,573235.2,1592144.78986,1820771.1047
330,141,124620,7406100,7281480,7275906.5,6932617.2,5741724.55811,5522397.139
6470,54,1314000,1314000,0,1450.33862305,15165.6,183051.885071,105458.292664
4077,213,158040,3206820,3048780,2968783.75,3046806.0,3910494.83417,3789989.81004
3971,166,1650300,1666080,15780,129119.007812,274455.6,190343.091614,-331753.449204
1027,83,375600,1818000,1442400,1441540.875,1442283.6,1498315.81671,1708856.66878
8311,26,1805160,2036760,231600,249197.84375,232992.0,367573.394287,344719.954449
1655,142,1226760,7299960,6073200,5942411.0,6038688.0,7142481.31464,6599403.4903
3386,203,603960,1897500,1293540,1281675.25,1316289.6,1354236.02881,1765256.1142
3030,107,268200,4991760,4723560,4795311.0,4608541.2,6186871.69061,4574108.82207
4929,98,4074480,7319880,3245400,3159751.75,3279690.0,3240449.37152,3572219.55379
4764,168,383280,438000,54720,107762.84375,248078.4,99850.855835,163945.831801
920,72,108360,2385960,2277600,2299998.75,2096643.6,2509820.81012,2400754.29117
8639,160,1328700,1564260,235560,225406.234375,220087.2,0.0,270405.179969
8855,57,2720700,2756640,35940,58346.3398438,54730.8,2602943010.21,-419294.149801
6479,75,4967160,6135000,1167840,1174283.5,1145151.6,2158333.55017,1437078.34071
3617,66,3261600,4817700,1556100,1480860.0,1566700.8,2022758.26019,1832114.85824
6261,63,4093140,6232860,2139720,2137092.25,2138672.4,401359403.502,2245800.03262
5344,142,4303980,7299960,2995980,2982071.0,2962717.2,4145343.35846,3036074.64523
5299,210,25680,1118160,1092480,1127992.875,1055617.2,952332.144226,787796.733199
2215,143,31800,1898460,1866660,1882378.25,1778739.6,1536642.36627,1720817.90029
8442,14,1163520,1327560,164040,201974.28125,159028.8,540403.843689,239895.418606
1402,130,92820,3083940,2991120,2998240.0,3034960.8,3138111.31396,3315121.38194
4904,196,0,3281700,3281700,2961467.0,2243588.4,1094996.30878,1443499.2637
5648,89,592980,1736340,1143360,1173113.5,1087080.0,1274158.45923,1274433.00459
8139,197,608220,626580,18360,72800.5625,75141.6,880772.35022,1303193.11591
5513,152,1050660,3766500,2715840,2987809.5,2499288.0,2917557.0639,3116264.00063
4871,215,1851720,1851720,0,0.0,324952.8,0.0,-923780.260513
5697,196,627300,3281700,2654400,2702012.25,2450092.8,1851723.33911,2049106.24454
4468,186,16860,3636240,3619380,3682304.0,3243194.4,2015171.54376,1395384.36787
1638,79,1351860,4151700,2799840,2766965.0,2732936.4,0.0,3122722.46232
5922,4,172560,1326000,1153440,1199315.375,1161780.0,1757503.28485,959476.020689
8924,206,1962660,2086740,124080,91388.234375,187002.0,1141344.07147,444795.466172
2004,86,1035180,3519180,2484000,2471813.75,2464642.8,1158230.22845,1804128.01665
894,110,739320,5579400,4840080,4568174.5,4151931.6,3656065.78662,3520084.34748
5819,17,17400,626460,609060,900248.125,792075.6,1651973.27405,1349388.28332
6633,32,166920,1205580,1038660,960673.625,968011.2,421900.066162,564594.908129
2852,158,268080,2044680,1776600,1838386.5,1836568.8,2468223.71985,2606959.304
715,118,53820,459900,406080,610273.6875,523424.4,4463088.86676,3952365.8878
6967,157,1654500,1993260,338760,352512.96875,439615.2,498801.578796,233396.622619
3510,184,180000,1800900,1620900,1587769.0,1590387.6,1428801.46442,1172885.24416
5296,134,3198420,3656580,458160,517866.96875,401392.8,753860.968567,190790.586314
5806,76,4930020,7552500,2622480,2615390.0,2614982.4,0.0,2684484.69332
5375,49,3938400,3991980,53580,147150.453125,55138.8,1486164.16205,3460.40492183
58,150,59400,626340,566940,789945.125,2512719.6,2284017.75287,1466343.75258
5726,103,4636200,4719960,83760,112207.65625,115502.4,0.0,168668.081907
1600,82,927000,2195880,1268880,1227618.125,1181091.6,1822091.31555,1353896.97686
6583,188,2485560,4327560,1842000,1822538.75,1790150.4,1461494.4472,1679549.1207
1130,76,1083000,7552500,6469500,6461748.5,6468373.2,305824774.678,6015448.43502
3452,23,1083900,1894920,811020,960394.3125,820682.4,781863.520081,1072679.29315
6417,210,1053720,1118160,64440,67887.09375,64150.8,196568.230774,-62209.1551089
6053,76,5097600,7552500,2454900,2454694.75,2452485.6,9463885942.33,2426286.45292
5237,125,3957960,3969060,11100,31184.4238281,113818.8,0.0,-197311.8004
6866,188,2802660,4327560,1524900,1556595.25,1526911.2,2410436.91431,1316462.92515
6804,213,2405700,3206820,801120,732549.0,774842.4,0.0,906715.053196
8952,219,3746340,3797940,51600,387264.0625,55465.2,0.0,396094.071971
5625,159,26160,2480580,2454420,1455493.75,1832554.8,1717052.71631,1438793.28714
5183,135,3877200,5649480,1772280,1697791.625,1734678.0,1652566.57013,1548024.55368
1158,104,273180,935100,661920,925109.9375,1030371.6,5919173.50604,3746788.75308
7647,183,23040,445560,422520,468652.5625,554980.8,37867.1849365,307149.052805
533,141,391320,7406100,7014780,7100123.0,6937956.0,6764989.86255,6023714.45707
6125,196,1043700,3281700,2238000,2361041.25,2327917.2,2498017.34259,2267264.90725
535,103,244620,4719960,4475340,3642088.5,1818330.0,1956324.89386,1978312.91464
1818,63,389100,6232860,5843760,5856551.5,5843403.6,5198839.17755,5601931.56283
2698,98,2244780,7319880,5075100,5069541.0,5087054.4,4046115.28204,4925560.63971
7950,220,1940940,2714040,773100,781243.4375,771391.2,1047936.05646,732784.819404
7171,162,3561300,4836120,1274820,1250430.5,1267807.2,569590924.694,1247784.5351
4646,156,2251860,2639280,387420,405257.21875,387258.0,680109.589417,505702.974519
4109,143,1732320,1898460,166140,177583.859375,138060.0,1503606.28094,879912.629939
5018,86,3515580,3519180,3600,168178.703125,193762.8,22204211458.2,5723.19841579
1746,63,355260,6232860,5877600,5894534.0,5875962.0,6347162.66675,6106959.31654
3900,141,3416880,7406100,3989220,3985317.0,3985994.4,4069882.96948,3893944.93785
7380,213,2750700,3206820,456120,511059.4375,413708.4,2647019767.35,-67867.0943198
8912,152,3766500,3766500,0,0.0,71962.8,0.0,172568.926558
6357,25,33420,1951380,1917960,1967161.75,1932415.2,3346519.6463,2645535.55459
7631,222,790200,1113000,322800,288966.03125,220482.0,0.0,-746487.664436
7569,205,460800,460800,0,43643.9609375,305059.2,0.0,-564212.867605
1897,101,81660,655020,573360,648722.9375,707133.6,1089618.05499,1276936.26919
3571,203,715440,1897500,1182060,1186896.25,1182114.0,993479.431213,896776.111988
2206,117,825360,1144740,319380,252166.53125,299301.6,56943.7307129,773994.022679
6457,110,5528100,5579400,51300,68971.984375,506396.4,5351713101.41,441304.487639
212,128,191460,346200,154740,139281.203125,270607.2,376128.36908,880101.66833
3068,201,78240,1645440,1567200,1600074.75,1720814.4,2301311.99023,1860040.08148
7699,15,954780,1822860,868080,864911.625,894346.8,2108339.03827,1017888.46759
2447,101,597420,655020,57600,361534.28125,174025.2,0.0,-545488.120092
4713,213,651600,3206820,2555220,2568898.0,2545608.0,2848492.21039,2556334.04186
170,146,126900,6670800,6543900,6535857.5,5893903.2,6114166.16211,5165811.95186
3671,79,3155700,4151700,996000,982931.6875,865405.2,3056107.35413,1263342.86915
9040,13,2514720,2525940,11220,25962.6035156,17724.0,134508.63446,115571.623543
2877,96,791400,2123400,1332000,1336795.125,1236068.4,2062646.19897,1476205.19824
2516,153,38100,1618560,1580460,2349413.5,1828593.6,3170032.74994,2598208.20254
5256,113,3169560,3646740,477180,510208.21875,265284.0,1247115.94775,1015549.99287
7920,170,20700,665160,644460,557641.4375,603657.6,0.0,112665.533459
675,93,546600,1242300,695700,693049.5625,671560.8,974889.058044,739768.800732
5506,57,27660,2756640,2728980,2743308.75,2726473.2,3189550.39362,2682883.81354
8054,178,621600,904200,282600,228812.359375,250706.4,581375.710999,40342.3423187
2227,63,664260,6232860,5568600,5572867.0,5570340.0,0.0,5439262.65494
6232,220,581520,2714040,2132520,2279201.5,1873999.2,0.0,2012863.48701
532,88,16200,555360,539160,1405512.0,927153.6,2154423.35327,2394290.69351
7425,178,78000,904200,826200,868726.875,813586.8,204260.470703,204415.203138
4424,141,3736740,7406100,3669360,3668401.0,3683155.2,3335963.22809,3498137.34006
240,111,242280,3974400,3732120,3704217.75,3732291.6,4617988.84595,4242712.88965
7814,219,2937420,3797940,860520,857860.3125,860715.6,1204109.55359,1293827.31137
7913,179,203880,345960,142080,145906.03125,141922.8,2102899656.0,327481.133151
5938,218,1437420,1974480,537060,524558.0,510679.2,0.0,27289.3517517
4804,90,31200,1532940,1501740,1576251.375,1431402.0,1387501.68079,1542133.42457
3508,199,0,975720,975720,2366109.5,2184019.2,2954282.36487,1924572.62964
5003,69,1933860,2073180,139320,96180.515625,117632.4,0.0,-413032.887043
3011,67,2682960,3120480,437520,439350.71875,431953.2,845801.343994,709190.696248
8794,196,3139740,3281700,141960,119524.382812,129672.0,0.0,319515.015568
7426,174,1226340,1300440,74100,97713.328125,283674.0,0.0,-387511.324888
5942,76,4998960,7552500,2553540,2551785.75,2548957.2,23003079067.5,2896367.29247
4715,69,1774860,2073180,298320,282499.125,249326.4,0.0,72798.4186409
6198,210,911760,1118160,206400,29282.7050781,272635.2,0.0,-310832.457761
2296,126,197460,496560,299100,697311.6875,865862.4,1342197.03827,1358723.03325
4470,133,2614980,6181200,3566220,3683659.0,3561224.4,4118212.87866,3773232.65192
229,146,161940,6670800,6508860,6548887.5,6556962.0,8452177.38635,7221695.64633
8047,178,618900,904200,285300,246970.328125,233389.2,1089596.70166,75087.9784135
2845,215,160800,1851720,1690920,1403069.25,1677818.4,34478.8040771,699073.588557
2084,61,1958760,6225300,4266540,4222518.0,4327486.8,0.0,4040207.79799
8615,63,6001140,6232860,231720,227770.078125,226215.6,195131430.883,253989.455781
2960,108,1442940,3191940,1749000,1813995.75,1760570.4,1974293.86621,1837450.50061
4916,125,3778560,3969060,190500,237466.515625,196567.2,370192.401062,579558.374354
1878,115,630000,954000,324000,517257.59375,626826.0,1140266.28558,1518321.63375
6201,76,5360400,7552500,2192100,2179767.75,2215378.8,8594251234.71,2207674.02931
1461,1,87780,1447140,1359360,1221942.75,1375826.4,1056865.45984,1038452.01188
6379,151,2895660,3643800,748140,733716.875,747891.6,234899.861816,706424.17999
2815,123,1119180,3545820,2426640,2486440.25,2361326.4,3008447.06061,2298733.09897
5046,71,3624300,3996240,371940,369087.28125,366321.6,8075285506.82,302955.702941
2298,83,1519200,1818000,298800,299949.0,280550.4,0.0,321350.025146
1073,118,456300,459900,3600,0.0,780826.8,194763.932007,-11652.6284816
4914,142,4047060,7299960,3252900,3301114.5,3197128.8,3555550.63763,3369575.59435
8163,13,1849260,2525940,676680,690003.625,674160.0,1861935.37103,1078875.47612
6579,131,4895460,6825900,1930440,1896511.0,1929520.8,1126646.09369,2212298.47616
1670,1,220020,1447140,1227120,1204396.125,1187560.8,1788580.35315,2170378.87146
5700,4,74760,1326000,1251240,1044899.1875,1134892.8,63971.3526001,483956.079901
5916,57,256680,2756640,2499960,2438965.25,2499280.8,0.0,2133974.33759
6718,10,945720,979740,34020,0.0,65163.6,545778.353088,-225503.277379
4758,86,3373140,3519180,146040,152861.953125,146130.0,299987.545471,377026.245699
6685,61,5759700,6225300,465600,930489.3125,860251.2,283848.906799,649080.452155
2599,103,2106060,4719960,2613900,2633853.5,2462233.2,2174818.55066,2098186.96691
6754,32,260760,1205580,944820,886136.0625,876858.0,346835.012329,492211.787496
4743,142,3955680,7299960,3344280,3351944.0,3325988.4,2927305.8175,3382677.22133
5500,142,4535160,7299960,2764800,2722295.75,2748418.8,0.0,2725950.56754
6408,31,187680,1374660,1186980,1143091.125,1183816.8,1038079.39484,878389.824997
5752,220,99660,2714040,2614380,2369015.25,2274060.0,2211508.02423,1993593.84079
7488,15,693240,1822860,1129620,1110973.75,1121064.0,828737.474365,1058728.2442
1241,131,450900,6825900,6375000,6368442.0,6373447.2,5713611.39117,4914343.26114
5535,10,20460,979740,959280,1481525.75,1300536.0,1719299.6557,1859648.61068
8215,11,1616040,1777560,161520,167263.5,173497.2,0.0,312248.289925
7888,22,31500,810360,778860,475858.6875,531915.6,1487519.73566,1099204.48345
993,66,895860,4817700,3921840,3943593.25,3733346.4,2966142.89478,3777280.04469
6790,191,1777320,1811280,33960,19542.8730469,119997.6,0.0,186574.883479
2656,63,1084020,6232860,5148840,5143823.5,5216654.4,0.0,5233876.9868
8842,76,7430400,7552500,122100,77805.015625,98818.8,0.0,228353.35241
388,128,346200,346200,0,383449.8125,447376.8,0.0,-479502.656928
5981,13,9960,2525940,2515980,2303900.0,1975809.6,1761569.56531,1497463.64889
6924,18,595140,1779540,1184400,1184022.0,1181658.0,1010771.4646,1208331.96394
6900,167,11040,534900,523860,535740.5625,523966.8,1626831.21881,1310718.94674
6494,155,2506200,3225180,718980,714313.375,714697.2,871847.797668,737638.805158
3778,98,3128580,7319880,4191300,4200466.0,4148820.0,4885336.20227,4357150.89751
292,91,0,1030200,1030200,2542718.75,3068977.2,2556202.96033,2830455.12291
6306,31,134820,1374660,1239840,1279413.25,1205528.4,1064707.60706,600908.987713
1386,77,200040,3257040,3057000,3062098.0,3072618.0,4695316.41656,3798196.35835
8086,76,6829200,7552500,723300,705096.375,690906.0,2819165108.78,565881.093464
3344,67,3069900,3120480,50580,68093.140625,117105.6,0.0,-352247.891762
8403,28,493260,493260,0,0.0,13268.4,779950.481445,857089.943881
1784,98,1481040,7319880,5838840,5808333.0,5834636.4,6009269.12042,5510896.59153
3918,114,1024680,1201080,176400,218734.265625,203698.8,812626.325989,610761.273441
5100,157,24240,1993260,1969020,2069609.625,1963213.2,1940001.51715,1403869.53896
924,105,729720,1314480,584760,504386.9375,560308.8,2388500.76569,1227161.23926
3563,147,1326660,1479360,152700,156907.328125,185985.6,0.0,112889.284932
4472,156,2008320,2639280,630960,611931.75,610437.6,1172565.72278,581026.48523
5740,57,171780,2756640,2584860,2777982.75,2325932.4,3085499.6756,2599105.5921
3732,203,833100,1897500,1064400,1008957.875,1057314.0,0.0,1218027.73841
6974,222,258540,1113000,854460,885108.25,824136.0,0.0,-121352.147548
205,68,219000,262800,43800,426109.125,144322.8,2482268.03705,2935418.12319
760,124,625800,754200,128400,40615.0234375,144782.4,70119.8026123,318072.227522
997,76,835620,7552500,6716880,6771262.5,6529987.2,6827369.99066,6706543.13744
6035,220,266400,2714040,2447640,2423356.5,2404209.6,2596847.07257,2476000.84896
2119,66,1965600,4817700,2852100,2850840.5,2852116.8,3305912.80585,2857957.22939
5988,220,233520,2714040,2480520,2524255.0,2476429.2,2999696.16437,2452022.41651
2836,215,155760,1851720,1695960,1456196.75,1700206.8,784467.7677,972978.421227
2574,156,500880,2639280,2138400,2245094.25,2140634.4,1219154.20593,1432247.40149
2416,66,2312100,4817700,2505600,2508058.0,2495482.8,2560419.54089,2388685.30065
8880,196,3197760,3281700,83940,18564.7109375,78513.6,0.0,86215.4223088
1226,12,57000,850020,793020,305961.875,812089.2,427769.313171,798099.95776
6680,18,281460,1779540,1498080,1767170.625,1602824.4,401141.523438,1181756.93558
569,135,9000,5649480,5640480,2523946.0,2169222.0,2872247.64099,2539738.46438
6456,31,223620,1374660,1151040,1178645.75,1170590.4,1272454.88,1353917.23834
2975,108,1450140,3191940,1741800,1743405.625,1741972.8,1654845.61438,1659790.49666
5086,156,2501580,2639280,137700,105385.304688,129460.8,10360508587.4,-66648.4454045
5076,180,1104000,3322080,2218080,2171191.75,2212663.2,2302211.18591,1993591.39018
247,65,172800,7544400,7371600,6543920.0,5488800.0,5171173.8703,5627403.51706
7451,188,3148980,4327560,1178580,1109417.875,1200604.8,1409523.20959,1065239.22249
5072,98,4152480,7319880,3167400,3123342.0,3121347.6,3526108.52521,2953512.43921
