,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
4108,1330860,1560960,230100,245005.71875,236548.8,1045335.85327,900179.538339
5255,3141300,6232860,3091560,3139446.0,3093867.6,3523076.63525,3031243.5334
1745,355200,6232860,5877660,5903518.0,5876689.2,5893007.68591,6106985.01116
6561,5036700,6845160,1808460,1812940.0,1671896.4,1467745.6615,1613150.87273
5582,1587900,1713060,125160,143334.671875,159015.6,0.0,257028.995073
5924,728100,3281700,2553600,2548925.0,2533105.2,2982178.5777,2621929.34292
3083,2602260,7406100,4803840,4772450.0,4763302.8,4414471.58179,5023518.13794
2678,560220,2639280,2079060,2036711.625,2100060.0,1784927.77698,1728151.97395
4408,3732240,7406100,3673860,3672781.25,3681267.6,4190639.44482,3678687.5124
7455,1479240,2714040,1234800,1191255.0,1186562.4,1090619.87457,1121910.58057
7241,44100,1055580,1011480,1009576.25,1013952.0,1150973.36957,1000332.90364
2901,2455620,7406100,4950480,4894395.5,4934600.4,4535871.63715,4932798.93827
2928,733620,2639280,1905660,1939582.75,1905346.8,2704507.1972,2247061.50302
2159,868440,3257040,2388600,2497858.75,2502294.0,1890914.28888,2516798.33602
3659,99000,975720,876720,907133.625,1074298.8,1769433.3988,2247368.05835
8633,725340,953340,228000,226600.671875,228067.2,0.0,147540.612394
8376,333540,736020,402480,403786.21875,386966.4,2109035.80499,2835999.02696
5623,1337040,3206820,1869780,1905587.375,1871996.4,2587299.64227,1988610.41525
4292,33840,3797940,3764100,3715644.0,3642832.8,2393832.14172,1839990.59021
2672,23100,1851720,1828620,1300456.125,1342929.6,289987.273499,1084427.0444
2316,188640,2639280,2450640,2859006.0,2684946.0,2543086.85223,2729576.46081
1074,551760,555360,3600,110633.289062,49892.4,1409149.85126,1514086.60019
7937,0,604800,604800,342338.90625,502780.8,1064707.36304,612286.499073
3628,3282600,4817700,1535100,1516291.875,1244640.0,1580891.74896,1817464.05945
2684,1005900,3545820,2539920,2683589.5,2529872.4,2231998.86456,2320768.55732
3170,2944140,3120480,176340,191090.109375,177012.0,0.0,190505.049705
3450,626880,1897500,1270620,1363868.0,1273528.8,1705757.12817,2052164.65496
5796,583800,608940,25140,29421.9746094,38852.4,0.0,-60384.5285767
6619,1543320,1811280,267960,220907.765625,176826.0,0.0,236981.712933
5270,3740100,6825900,3085800,3085932.75,3086154.0,2800196.40472,2824817.37518
9044,6232140,6232860,720,0.0,57042.0,62523362.0791,127784.548741
4079,1268160,4991760,3723600,3695612.25,3693502.8,3995947.91418,3534185.3362
6236,81180,1374660,1293480,1267284.375,1276992.0,922441.626709,891623.403534
5844,4236900,6825900,2589000,2588834.0,2503504.8,3194776.73315,2736213.9566
7129,153840,156420,2580,0.0,19794.0,880507.113281,79264.5003203
3562,31800,786600,754800,778212.8125,699640.8,1047799.42633,1529835.84004
4112,1332840,1560960,228120,231334.859375,231954.0,910448.137146,828391.408823
5904,3671640,6232860,2561220,2558379.75,2561938.8,153702191.189,2543946.96342
1912,707340,3257040,2549700,2559485.5,2566639.2,2885898.90485,2905261.86568
2072,558540,6232860,5674320,5678196.0,5673284.4,5494486.81525,5412109.05668
2409,500400,534480,34080,229682.171875,216319.2,847246.775513,770731.950963
6137,507900,2714040,2206140,2332582.25,2168780.4,2073236.66656,2411952.77673
217,157440,6670800,6513360,6531081.0,6512222.4,7219842.58691,6074734.05493
261,85500,7406100,7320600,6343738.0,6372176.4,4310945.0849,4477161.69394
371,284460,7552500,7268040,6951467.0,7141867.2,8315822.58691,7128402.01346
4478,3341700,5649480,2307780,2397443.75,2253918.0,2297998.664,2260034.04579
5161,108120,557700,449580,530038.5625,561642.0,1406969.54077,1211771.79283
1704,100620,2742780,2642160,2671173.0,2520640.8,3128692.63641,2797192.35409
3506,179400,1800900,1621500,1712032.5,1604142.0,1399996.03247,1122881.68563
8473,5973540,6181200,207660,226208.734375,231715.2,304324.026917,228659.497162
1388,200220,3257040,3056820,2859500.25,3156099.6,4198297.13086,3625909.51642
8862,2459940,2567700,107760,136262.703125,116982.0,0.0,-61594.2187369
2165,195060,534480,339420,355516.625,380320.8,721292.210205,1241001.4495
4885,1870080,1955580,85500,243267.421875,90645.6,859288.335022,510369.665046
6383,2896920,3643800,746880,732059.0,746085.6,670800.955139,613986.280426
7611,387000,402780,15780,77089.7265625,93793.2,0.0,486709.768205
4723,3432300,6825900,3393600,3405370.0,3385492.8,3173708.80731,3153603.9839
3385,539760,1201080,661320,660840.3125,648024.0,1130388.14471,1252735.88697
2350,2159340,4817700,2658360,2588230.25,2668335.6,2575187.21332,2642610.8668
7762,68280,992100,923820,863057.9375,884868.0,0.0,-92770.4748279
4892,137100,2190660,2053560,1849816.25,2094691.2,1992613.53632,2217053.8452
1584,136260,3656580,3520320,3444253.0,3389740.8,2063332.53992,2574094.17288
183,0,919500,919500,2474793.25,2489220.0,1954976.67822,2396871.68669
5054,4359360,6670800,2311440,2312725.0,2313860.4,16608382947.1,2419706.14647
3755,861900,1897500,1035600,1031878.875,1019583.6,209286.163879,1109740.55117
322,232080,7552500,7320420,6986906.0,7193739.6,6785062.0827,7609236.68891
4927,166740,166740,0,25998.1308594,638463.6,0.0,-104689.871383
7204,6220800,6225300,4500,0.0,7876.8,1836448239.14,22606.5054183
513,278880,1030200,751320,746677.4375,786098.4,1061117.16913,1336857.83184
812,679260,7552500,6873240,6828885.0,6804884.4,7509515.56781,6736887.54109
994,799140,1090800,291660,224149.625,294358.8,746681.834045,583732.773512
8522,513900,604800,90900,102334.859375,107623.2,0.0,-39938.2254709
2652,18660,2073180,2054520,2324723.75,2063172.0,2584541.05402,2275770.49222
3582,720900,1897500,1176600,1277519.75,1176268.8,1064038210.03,1752436.97169
3674,791100,1897500,1106400,1109984.75,1106298.0,627792835.546,1236269.9694
7909,39300,493260,453960,522246.9375,469153.2,457591.043396,984830.941081
8333,1006920,1055580,48660,42707.6992188,47398.8,0.0,-307743.668132
3262,2750100,7299960,4549860,4603660.5,4443700.8,0.0,4524084.76585
6982,701580,1374660,673080,672379.5625,673066.8,230499.342407,561535.051937
1124,273960,3519180,3245220,3227792.25,3237816.0,2597190.26501,2520230.70479
5227,220080,1314000,1093920,1187726.875,1193330.4,682792.287231,886784.702049
7650,259860,308460,48600,125536.75,67188.0,1263347.1955,1717513.91126
4530,1293240,1645440,352200,341146.1875,327907.2,0.0,298257.729898
7307,49500,123600,74100,97751.921875,75379.2,0.0,-657508.951875
1689,1493640,5579400,4085760,4088424.0,3984195.6,3604472.20306,3337962.58115
4217,3186900,5649480,2462580,2451388.5,2463252.0,2429263.5415,2364029.80199
196,179940,576000,396060,425088.34375,387720.0,2011815.16052,2221868.46898
6908,970140,2567700,1597560,1589452.375,1581759.6,1000707.40857,1566850.06282
6791,1780920,1811280,30360,20988.5820312,84738.0,235237.105652,387551.898737
4047,133020,3206820,3073800,3181677.5,3027202.8,4501518.31799,3829904.53474
8723,4244760,4327560,82800,46534.4023438,82735.2,0.0,-125076.199972
2493,1770300,5649480,3879180,3848895.75,3872686.8,4175109.3736,3745620.9206
1767,1724220,1785600,61380,59948.0429688,333825.6,0.0,212077.060974
1580,1321500,4151700,2830200,2840606.5,2821435.2,0.0,2338727.10221
6773,1871400,2027040,155640,56434.6914062,127624.8,0.0,-56396.1525801
4489,1891320,1894920,3600,0.0,27368.4,0.0,62883.9704436
549,0,1818000,1818000,2862835.75,2617855.2,3892009.7475,3458545.86648
1207,46500,850020,803520,1552460.625,1143712.8,511013.856689,1571123.26859
1905,643260,954000,310740,600033.25,564075.6,1592144.78986,1820771.1047
330,124620,7406100,7281480,7275906.5,7228344.0,5741724.55811,5522397.139
6470,1314000,1314000,0,1450.33862305,30835.2,183051.885071,105458.292664
4077,158040,3206820,3048780,2968783.75,3072442.8,3910494.83417,3789989.81004
3971,1650300,1666080,15780,129119.007812,192297.6,190343.091614,-331753.449204
1027,375600,1818000,1442400,1441540.875,1443948.0,1498315.81671,1708856.66878
8311,1805160,2036760,231600,249197.84375,217548.0,367573.394287,344719.954449
1655,1226760,7299960,6073200,5942411.0,6062337.6,7142481.31464,6599403.4903
3386,603960,1897500,1293540,1281675.25,1203312.0,1354236.02881,1765256.1142
3030,268200,4991760,4723560,4795311.0,4615681.2,6186871.69061,4574108.82207
4929,4074480,7319880,3245400,3159751.75,3280783.2,3240449.37152,3572219.55379
4764,383280,438000,54720,107762.84375,405756.0,99850.855835,163945.831801
920,108360,2385960,2277600,2299998.75,1993213.2,2509820.81012,2400754.29117
8639,1328700,1564260,235560,225406.234375,231055.2,0.0,270405.179969
8855,2720700,2756640,35940,58346.3398438,52338.0,2602943010.21,-419294.149801
6479,4967160,6135000,1167840,1174283.5,1107940.8,2158333.55017,1437078.34071
3617,3261600,4817700,1556100,1480860.0,1353626.4,2022758.26019,1832114.85824
6261,4093140,6232860,2139720,2137092.25,2137928.4,401359403.502,2245800.03262
5344,4303980,7299960,2995980,2982071.0,2951212.8,4145343.35846,3036074.64523
5299,25680,1118160,1092480,1127992.875,987574.8,952332.144226,787796.733199
2215,31800,1898460,1866660,1882378.25,1819402.8,1536642.36627,1720817.90029
8442,1163520,1327560,164040,201974.28125,149934.0,540403.843689,239895.418606
1402,92820,3083940,2991120,2998240.0,2991759.6,3138111.31396,3315121.38194
4904,0,3281700,3281700,2961467.0,2245182.0,1094996.30878,1443499.2637
5648,592980,1736340,1143360,1173113.5,1107706.8,1274158.45923,1274433.00459
8139,608220,626580,18360,72800.5625,37626.0,880772.35022,1303193.11591
5513,1050660,3766500,2715840,2987809.5,2171258.4,2917557.0639,3116264.00063
4871,1851720,1851720,0,0.0,208633.2,0.0,-923780.260513
5697,627300,3281700,2654400,2702012.25,2418277.2,1851723.33911,2049106.24454
4468,16860,3636240,3619380,3682304.0,3231793.2,2015171.54376,1395384.36787
1638,1351860,4151700,2799840,2766965.0,2802447.6,0.0,3122722.46232
5922,172560,1326000,1153440,1199315.375,1149987.6,1757503.28485,959476.020689
8924,1962660,2086740,124080,91388.234375,116527.2,1141344.07147,444795.466172
2004,1035180,3519180,2484000,2471813.75,2458820.4,1158230.22845,1804128.01665
894,739320,5579400,4840080,4568174.5,4662850.8,3656065.78662,3520084.34748
5819,17400,626460,609060,900248.125,879156.0,1651973.27405,1349388.28332
6633,166920,1205580,1038660,960673.625,914577.6,421900.066162,564594.908129
2852,268080,2044680,1776600,1838386.5,1779378.0,2468223.71985,2606959.304
715,53820,459900,406080,610273.6875,607790.4,4463088.86676,3952365.8878
6967,1654500,1993260,338760,352512.96875,395175.6,498801.578796,233396.622619
3510,180000,1800900,1620900,1587769.0,1520155.2,1428801.46442,1172885.24416
5296,3198420,3656580,458160,517866.96875,455743.2,753860.968567,190790.586314
5806,4930020,7552500,2622480,2615390.0,2617506.0,0.0,2684484.69332
5375,3938400,3991980,53580,147150.453125,101646.0,1486164.16205,3460.40492183
58,59400,626340,566940,789945.125,2311705.8,2284017.75287,1466343.75258
5726,4636200,4719960,83760,112207.65625,89656.8,0.0,168668.081907
1600,927000,2195880,1268880,1227618.125,1170924.0,1822091.31555,1353896.97686
6583,2485560,4327560,1842000,1822538.75,1794056.4,1461494.4472,1679549.1207
1130,1083000,7552500,6469500,6461748.5,6471488.4,305824774.678,6015448.43502
3452,1083900,1894920,811020,960394.3125,792117.6,781863.520081,1072679.29315
6417,1053720,1118160,64440,67887.09375,63796.8,196568.230774,-62209.1551089
6053,5097600,7552500,2454900,2454694.75,2453749.2,9463885942.33,2426286.45292
5237,3957960,3969060,11100,31184.4238281,64226.4,0.0,-197311.8004
6866,2802660,4327560,1524900,1556595.25,1518532.8,2410436.91431,1316462.92515
6804,2405700,3206820,801120,732549.0,790718.4,0.0,906715.053196
8952,3746340,3797940,51600,387264.0625,63306.0,0.0,396094.071971
5625,26160,2480580,2454420,1455493.75,1693041.6,1717052.71631,1438793.28714
5183,3877200,5649480,1772280,1697791.625,1828819.2,1652566.57013,1548024.55368
1158,273180,935100,661920,925109.9375,994887.6,5919173.50604,3746788.75308
7647,23040,445560,422520,468652.5625,491278.8,37867.1849365,307149.052805
533,391320,7406100,7014780,7100123.0,7014108.0,6764989.86255,6023714.45707
6125,1043700,3281700,2238000,2361041.25,2218798.8,2498017.34259,2267264.90725
535,244620,4719960,4475340,3642088.5,1989528.0,1956324.89386,1978312.91464
1818,389100,6232860,5843760,5856551.5,5843464.8,5198839.17755,5601931.56283
2698,2244780,7319880,5075100,5069541.0,4992639.6,4046115.28204,4925560.63971
7950,1940940,2714040,773100,781243.4375,776826.0,1047936.05646,732784.819404
7171,3561300,4836120,1274820,1250430.5,1271949.6,569590924.694,1247784.5351
4646,2251860,2639280,387420,405257.21875,391942.8,680109.589417,505702.974519
4109,1732320,1898460,166140,177583.859375,149808.0,1503606.28094,879912.629939
5018,3515580,3519180,3600,168178.703125,182023.2,22204211458.2,5723.19841579
1746,355260,6232860,5877600,5894534.0,5863803.6,6347162.66675,6106959.31654
3900,3416880,7406100,3989220,3985317.0,3993547.2,4069882.96948,3893944.93785
7380,2750700,3206820,456120,511059.4375,454694.4,2647019767.35,-67867.0943198
8912,3766500,3766500,0,0.0,76267.2,0.0,172568.926558
6357,33420,1951380,1917960,1967161.75,1898766.0,3346519.6463,2645535.55459
7631,790200,1113000,322800,288966.03125,256105.2,0.0,-746487.664436
7569,460800,460800,0,43643.9609375,280347.6,0.0,-564212.867605
1897,81660,655020,573360,648722.9375,693657.6,1089618.05499,1276936.26919
3571,715440,1897500,1182060,1186896.25,1182198.0,993479.431213,896776.111988
2206,825360,1144740,319380,252166.53125,285319.2,56943.7307129,773994.022679
6457,5528100,5579400,51300,68971.984375,380575.2,5351713101.41,441304.487639
212,191460,346200,154740,139281.203125,349899.6,376128.36908,880101.66833
3068,78240,1645440,1567200,1600074.75,1807986.0,2301311.99023,1860040.08148
7699,954780,1822860,868080,864911.625,871983.6,2108339.03827,1017888.46759
2447,597420,655020,57600,361534.28125,220581.6,0.0,-545488.120092
4713,651600,3206820,2555220,2568898.0,2549234.4,2848492.21039,2556334.04186
170,126900,6670800,6543900,6535857.5,5811375.6,6114166.16211,5165811.95186
3671,3155700,4151700,996000,982931.6875,819536.4,3056107.35413,1263342.86915
9040,2514720,2525940,11220,25962.6035156,17961.6,134508.63446,115571.623543
2877,791400,2123400,1332000,1336795.125,1309261.2,2062646.19897,1476205.19824
2516,38100,1618560,1580460,2349413.5,1780688.4,3170032.74994,2598208.20254
5256,3169560,3646740,477180,510208.21875,363222.0,1247115.94775,1015549.99287
7920,20700,665160,644460,557641.4375,609070.8,0.0,112665.533459
675,546600,1242300,695700,693049.5625,654526.8,974889.058044,739768.800732
5506,27660,2756640,2728980,2743308.75,2727162.0,3189550.39362,2682883.81354
8054,621600,904200,282600,228812.359375,266641.2,581375.710999,40342.3423187
2227,664260,6232860,5568600,5572867.0,5575209.6,0.0,5439262.65494
6232,581520,2714040,2132520,2279201.5,1998848.4,0.0,2012863.48701
532,16200,555360,539160,1405512.0,1508798.4,2154423.35327,2394290.69351
7425,78000,904200,826200,868726.875,789554.4,204260.470703,204415.203138
4424,3736740,7406100,3669360,3668401.0,3678796.8,3335963.22809,3498137.34006
240,242280,3974400,3732120,3704217.75,3732006.0,4617988.84595,4242712.88965
7814,2937420,3797940,860520,857860.3125,861818.4,1204109.55359,1293827.31137
7913,203880,345960,142080,145906.03125,142380.0,2102899656.0,327481.133151
5938,1437420,1974480,537060,524558.0,531099.6,0.0,27289.3517517
4804,31200,1532940,1501740,1576251.375,1540450.8,1387501.68079,1542133.42457
3508,0,975720,975720,2366109.5,2526796.8,2954282.36487,1924572.62964
5003,1933860,2073180,139320,96180.515625,115207.2,0.0,-413032.887043
3011,2682960,3120480,437520,439350.71875,397450.8,845801.343994,709190.696248
8794,3139740,3281700,141960,119524.382812,121830.0,0.0,319515.015568
7426,1226340,1300440,74100,97713.328125,304233.6,0.0,-387511.324888
5942,4998960,7552500,2553540,2551785.75,2551092.0,23003079067.5,2896367.29247
4715,1774860,2073180,298320,282499.125,258606.0,0.0,72798.4186409
6198,911760,1118160,206400,29282.7050781,230270.4,0.0,-310832.457761
2296,197460,496560,299100,697311.6875,651260.4,1342197.03827,1358723.03325
4470,2614980,6181200,3566220,3683659.0,3557269.2,4118212.87866,3773232.65192
229,161940,6670800,6508860,6548887.5,6529060.8,8452177.38635,7221695.64633
8047,618900,904200,285300,246970.328125,252664.8,1089596.70166,75087.9784135
2845,160800,1851720,1690920,1403069.25,1509423.6,34478.8040771,699073.588557
2084,1958760,6225300,4266540,4222518.0,4219191.6,0.0,4040207.79799
8615,6001140,6232860,231720,227770.078125,231366.0,195131430.883,253989.455781
2960,1442940,3191940,1749000,1813995.75,1759369.2,1974293.86621,1837450.50061
4916,3778560,3969060,190500,237466.515625,158922.0,370192.401062,579558.374354
1878,630000,954000,324000,517257.59375,397890.0,1140266.28558,1518321.63375
6201,5360400,7552500,2192100,2179767.75,2212611.6,8594251234.71,2207674.02931
1461,87780,1447140,1359360,1221942.75,1433672.4,1056865.45984,1038452.01188
6379,2895660,3643800,748140,733716.875,749151.6,234899.861816,706424.17999
2815,1119180,3545820,2426640,2486440.25,2443411.2,3008447.06061,2298733.09897
5046,3624300,3996240,371940,369087.28125,361728.0,8075285506.82,302955.702941
2298,1519200,1818000,298800,299949.0,291710.4,0.0,321350.025146
1073,456300,459900,3600,0.0,588576.0,194763.932007,-11652.6284816
4914,4047060,7299960,3252900,3301114.5,3220364.4,3555550.63763,3369575.59435
8163,1849260,2525940,676680,690003.625,670730.4,1861935.37103,1078875.47612
6579,4895460,6825900,1930440,1896511.0,1889151.6,1126646.09369,2212298.47616
1670,220020,1447140,1227120,1204396.125,1238241.6,1788580.35315,2170378.87146
5700,74760,1326000,1251240,1044899.1875,1228419.6,63971.3526001,483956.079901
5916,256680,2756640,2499960,2438965.25,2486410.8,0.0,2133974.33759
6718,945720,979740,34020,0.0,58838.4,545778.353088,-225503.277379
4758,3373140,3519180,146040,152861.953125,150840.0,299987.545471,377026.245699
6685,5759700,6225300,465600,930489.3125,992456.4,283848.906799,649080.452155
2599,2106060,4719960,2613900,2633853.5,2637403.2,2174818.55066,2098186.96691
6754,260760,1205580,944820,886136.0625,871304.4,346835.012329,492211.787496
4743,3955680,7299960,3344280,3351944.0,3317214.0,2927305.8175,3382677.22133
5500,4535160,7299960,2764800,2722295.75,2675239.2,0.0,2725950.56754
6408,187680,1374660,1186980,1143091.125,1185262.8,1038079.39484,878389.824997
5752,99660,2714040,2614380,2369015.25,2516698.8,2211508.02423,1993593.84079
7488,693240,1822860,1129620,1110973.75,1145685.6,828737.474365,1058728.2442
1241,450900,6825900,6375000,6368442.0,6221866.8,5713611.39117,4914343.26114
5535,20460,979740,959280,1481525.75,1488885.6,1719299.6557,1859648.61068
8215,1616040,1777560,161520,167263.5,156333.6,0.0,312248.289925
7888,31500,810360,778860,475858.6875,600966.0,1487519.73566,1099204.48345
993,895860,4817700,3921840,3943593.25,3858564.0,2966142.89478,3777280.04469
6790,1777320,1811280,33960,19542.8730469,96945.6,0.0,186574.883479
2656,1084020,6232860,5148840,5143823.5,5191179.6,0.0,5233876.9868
8842,7430400,7552500,122100,77805.015625,104174.4,0.0,228353.35241
388,346200,346200,0,383449.8125,191878.8,0.0,-479502.656928
5981,9960,2525940,2515980,2303900.0,1923078.0,1761569.56531,1497463.64889
6924,595140,1779540,1184400,1184022.0,1169642.4,1010771.4646,1208331.96394
6900,11040,534900,523860,535740.5625,521901.6,1626831.21881,1310718.94674
6494,2506200,3225180,718980,714313.375,703362.0,871847.797668,737638.805158
3778,3128580,7319880,4191300,4200466.0,4149157.2,4885336.20227,4357150.89751
292,0,1030200,1030200,2542718.75,2905952.4,2556202.96033,2830455.12291
6306,134820,1374660,1239840,1279413.25,1191289.2,1064707.60706,600908.987713
1386,200040,3257040,3057000,3062098.0,3204850.8,4695316.41656,3798196.35835
8086,6829200,7552500,723300,705096.375,693944.4,2819165108.78,565881.093464
3344,3069900,3120480,50580,68093.140625,83516.4,0.0,-352247.891762
8403,493260,493260,0,0.0,17400.0,779950.481445,857089.943881
1784,1481040,7319880,5838840,5808333.0,5836690.8,6009269.12042,5510896.59153
3918,1024680,1201080,176400,218734.265625,224060.4,812626.325989,610761.273441
5100,24240,1993260,1969020,2069609.625,1961300.4,1940001.51715,1403869.53896
924,729720,1314480,584760,504386.9375,601424.4,2388500.76569,1227161.23926
3563,1326660,1479360,152700,156907.328125,149588.4,0.0,112889.284932
4472,2008320,2639280,630960,611931.75,630496.8,1172565.72278,581026.48523
5740,171780,2756640,2584860,2777982.75,2446711.2,3085499.6756,2599105.5921
3732,833100,1897500,1064400,1008957.875,1018974.0,0.0,1218027.73841
6974,258540,1113000,854460,885108.25,858560.4,0.0,-121352.147548
205,219000,262800,43800,426109.125,196674.0,2482268.03705,2935418.12319
760,625800,754200,128400,40615.0234375,139964.4,70119.8026123,318072.227522
997,835620,7552500,6716880,6771262.5,6553982.4,6827369.99066,6706543.13744
6035,266400,2714040,2447640,2423356.5,2366734.8,2596847.07257,2476000.84896
2119,1965600,4817700,2852100,2850840.5,2815281.6,3305912.80585,2857957.22939
5988,233520,2714040,2480520,2524255.0,2474647.2,2999696.16437,2452022.41651
2836,155760,1851720,1695960,1456196.75,1626550.8,784467.7677,972978.421227
2574,500880,2639280,2138400,2245094.25,2116734.0,1219154.20593,1432247.40149
2416,2312100,4817700,2505600,2508058.0,2507401.2,2560419.54089,2388685.30065
8880,3197760,3281700,83940,18564.7109375,89460.0,0.0,86215.4223088
1226,57000,850020,793020,305961.875,829076.4,427769.313171,798099.95776
6680,281460,1779540,1498080,1767170.625,1635489.6,401141.523438,1181756.93558
569,9000,5649480,5640480,2523946.0,2327047.2,2872247.64099,2539738.46438
6456,223620,1374660,1151040,1178645.75,1169802.0,1272454.88,1353917.23834
2975,1450140,3191940,1741800,1743405.625,1743516.0,1654845.61438,1659790.49666
5086,2501580,2639280,137700,105385.304688,132204.0,10360508587.4,-66648.4454045
5076,1104000,3322080,2218080,2171191.75,2219200.8,2302211.18591,1993591.39018
247,172800,7544400,7371600,6543920.0,6160062.0,5171173.8703,5627403.51706
7451,3148980,4327560,1178580,1109417.875,1196928.0,1409523.20959,1065239.22249
5072,4152480,7319880,3167400,3123342.0,3183426.0,3526108.52521,2953512.43921
2644,1856940,5649480,3792540,3827075.75,3784816.8,5905363.30377,3869037.49693
7202,2639580,3206820,567240,573306.625,566928.0,82830.0387573,609722.322585
4917,3083940,3083940,0,59859.1796875,51060.0,0.0,271858.854157
5788,3618540,6232860,2614320,2634165.25,2617790.4,5860670211.5,2674593.24061
7033,82680,534900,452220,487558.96875,527671.2,5684.95849609,517985.223986
406,24120,582540,558420,591698.625,880705.2,3165522.89484,2458033.72625
6193,4046940,6232860,2185920,2185894.75,2188896.0,0.0,2164828.94458
4864,1848120,1851720,3600,0.0,220960.8,0.0,-742309.103596
7997,40380,40380,0,483020.9375,404665.2,1545068.23285,1616003.75491
4972,118500,1532940,1414440,1295837.125,1342748.4,0.0,207359.642819
1983,1172760,2385960,1213200,1300086.0,1223790.0,1950845.84924,1545171.81121
2753,2278740,7319880,5041140,5032272.0,5030707.2,2717257170.66,4690905.15607
5810,670920,1736340,1065420,984426.125,741036.0,1549356.67889,1193199.44812
3390,542220,1201080,658860,620879.25,651616.8,0.0,298647.42156
5470,471300,3281700,2810400,2577418.5,2649784.8,2559831.43048,2019503.13208
3948,433800,786600,352800,273730.0625,354176.4,0.0,228528.104414
2660,1146540,6181200,5034660,5055410.5,5051931.6,6335867.56342,4912809.82705
3075,124380,3643800,3519420,2512100.25,2673343.2,2358103.5448,1821301.75046
929,192240,1807260,1615020,1517961.625,1339680.0,2664271.72321,2155735.56245
5332,4532220,6670800,2138580,2159273.25,2142176.4,2605687.38757,2325560.09095
96,88140,223140,135000,145232.4375,169357.2,2137552.62634,1799776.26737
8976,1521060,1564260,43200,66169.203125,40005.6,6816480044.82,59653.7346907
194,4560,919500,914940,1912918.0,1605025.2,2658276.3988,2615124.37534
8636,6760380,6845160,84780,85820.4140625,108374.4,378710.47644,366788.988054
4502,1618560,1618560,0,0.0,16620.0,657918.136047,801423.999783
1055,278700,6825900,6547200,6525550.5,6518211.6,4470208.98755,4222959.40132
8359,398460,604800,206340,464658.46875,282817.2,761036.142639,59383.9483041
2825,163680,2073180,1909500,1809385.125,1965632.4,843593.268982,1225377.88061
3313,477660,1201080,723420,717645.625,722185.2,384725.881897,796502.192403
7869,1063020,1822860,759840,784550.75,762843.6,291076.929443,708355.102746
7636,2794680,3797940,1003260,975975.8125,973152.0,1192268.96735,841083.8164
1373,1275360,6670800,5395440,5409596.5,5287962.0,4800835.41321,5416873.0065
6554,28440,1620480,1592040,1628311.375,1617319.2,788597.276611,1220251.74909
8151,0,648060,648060,117666.21875,465453.6,704421.198486,637391.421608
4102,2940720,6825900,3885180,3835037.75,3874939.2,2961032.08948,3451748.70628
981,798720,1314480,515760,511740.6875,504702.0,860125.791077,635390.842705
5208,4445820,6670800,2224980,2352315.0,2240604.0,1395930.6123,2410107.76552
4589,849660,915060,65400,125254.453125,126432.0,0.0,-96077.0956129
3955,2160420,3545820,1385400,1404268.5,1371991.2,509712.60321,1296886.24361
8873,21360,57540,36180,72973.78125,162434.4,0.0,12399.9207571
1065,0,1303440,1303440,1819761.75,1317760.8,3615545.39111,2973340.62944
3427,69180,243720,174540,128739.304688,200844.0,30727.3756714,225301.764735
8072,1081800,1113000,31200,38763.5390625,52035.6,0.0,-604227.958817
5524,4776000,7552500,2776500,2785475.5,2764125.6,2676653.94696,2765365.15963
3704,1938900,1938900,0,0.0,191194.8,0.0,-362736.966106
5476,1243500,3206820,1963320,1970945.0,1941300.0,2893833.60803,2491664.69256
4762,1794600,1851720,57120,56582.6953125,127812.0,0.0,-627782.607255
4906,4042980,7299960,3256980,3250797.5,3234655.2,0.0,3321020.45114
4832,2357460,2639280,281820,285716.1875,286225.2,1170801.95648,237206.417046
5956,18780,2567700,2548920,2312310.75,2409092.4,2931795.83582,2743924.22051
8783,575280,736020,160740,155418.65625,665569.2,0.0,142498.096428
7770,80100,992100,912000,941923.9375,819206.4,0.0,-361577.356209
7646,5228340,6232860,1004520,674908.625,920756.4,635979129.388,881142.443164
177,6000,7406100,7400100,3782905.75,3891464.4,3138521.78363,3104211.04392
2125,614160,6232860,5618700,5530290.0,5620196.4,5721758.92938,5475087.93632
1966,1882560,3974400,2091840,2112722.25,2161410.0,2655008.78259,1848600.38959
6247,80820,1777560,1696740,1815027.25,1731115.2,1824188.06854,2531548.57914
7037,115200,393120,277920,288312.15625,369889.2,0.0,122565.136379
1349,1292820,3120480,1827660,1608447.125,1249653.6,4234239.60358,3099378.40527
1583,875220,5649480,4774260,1895342.25,3263061.6,1148844.71222,1886736.23111
4845,2368920,2639280,270360,251572.828125,282385.2,1522613.36798,264592.507867
178,171600,576000,404400,457963.375,608373.6,1715213.70837,1821411.28618
4017,646800,1800900,1154100,1152477.5,1024771.2,1359676.16125,1080831.14307
1942,18060,2123400,2105340,1904283.875,1769532.0,1463037.08099,1516430.60551
2966,169020,3215700,3046680,3070402.75,3000510.0,2583151.92487,2593140.14966
4829,91860,2190660,2098800,2105562.75,2128029.6,1788950.44214,2317983.10793
5567,337260,341760,4500,69082.4921875,46684.8,0.0,486176.575451
392,17100,582540,565440,369679.0625,753585.6,881001.203125,1861211.41724
7493,1529640,2714040,1184400,1159776.75,1151889.6,247455.859741,380397.982384
762,652800,7552500,6899700,7103177.0,6905179.2,6722325.62549,6793672.58462
4133,708660,708660,0,0.0,100754.4,0.0,-693517.91331
2150,163800,2123400,1959600,1772731.625,1389526.8,636884.291992,1165460.93946
